Name,"Case Number",City,State,"Date Filed","Region Assigned",Status,"Date Closed","Reason Closed","No. of Eligible Voters","No. of Employees","Certified Representative","Unit Sought"
"Healthbridge Management LLC",01-CA-132864,Danbury,CT,07/15/2014,"Region 01, Boston, Massachusetts",Open,,,,20,,
"Healthbridge Management LLC",01-CA-132864,Danbury,CT,07/15/2014,"Region 01, Boston, Massachusetts",Open,,,,20,,
"American Water Works Service Company, Inc.",15-CA-132609,Pensacola,FL,07/14/2014,"Region 15, New Orleans, Louisiana",Open,,,,60,,
"UNION CLUB OF THE CITY OF NEW YORK",02-CA-132686,"NEW YORK",NY,07/14/2014,"Region 02, New York, New York",Open,,,,5,,
"FALCON TRUCKING, LLC and RAGLE, INC., A Single Employer and/or Joint Employers",25-CA-132518,NEWBURGH,IN,07/11/2014,"Region 25, Indianapolis, Indiana",Open,,,,5,,
"Greenburg-North Castle Union Free School District",02-CA-132501,"Dobbs Ferry",NY,07/09/2014,"Region 02, New York, New York",Open,,,,200,,
"Oberthur Technologies",04-CA-132055,Exton,PA,07/02/2014,"Region 04, Philadelphia, Pennsylvania",Open,,,,220,,
"ALARIS HEALTH AT HAMILTON PARK",22-UC-131962,"JERSEY CITY",NJ,07/01/2014,"Region 22, Newark, New Jersey",Open,,,,15,,
"Ampersand Publishing, LLC d/b/a Santa Barbara News-Press",31-CA-132040,"Santa Barbara",CA,07/01/2014,"Region 31, Los Angeles, California",Open,,,,40,,
"DHSC, LLC d/b/a Affinity Medical Center, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",08-CA-131772,Massillon,OH,06/30/2014,"Region 08, Cleveland, Ohio",Open,,,,500,,
"NATIONAL POSTAL MAIL HANDLERS LOCAL 303, AFL-CIO (United States Postal Service)",21-CB-131758,BELL,CA,06/25/2014,"Region 21, Los Angeles, California",Open,,,,150,,
"Tito Contractors, Inc.",05-CA-131619,Washington,DC,06/24/2014,"Region 05, Baltimore, Maryland",Open,,,,75,,
"ALARIS HEALTH AT BOULEVARD EAST",22-CA-131372,GUTTENBURG,NJ,06/23/2014,"Region 22, Newark, New Jersey",Open,,,,15,,
"Cervera Automobile Group LLC d/b/a Veracom Ford",20-CA-131210,"San Mateo",CA,06/19/2014,"Region 20, San Francisco, California",Open,,,,50,,
CHUCKWAGON,01-CA-130872,"Alta Loma",CA,06/16/2014,"Region 01, Boston, Massachusetts",Open,,,,25,,
"PUGH'S CONCESSIONS, INC.",01-CA-130865,Lithia,FL,06/16/2014,"Region 01, Boston, Massachusetts",Open,,,,33,,
"DHSC, LLC d/b/a Affinity Medical Center, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, et al. a single employer and/or joint employers; Hospital of Barstow Inc., d/b/a Barstow Community Hospital, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers; Bluefield Hospital Company, LLC d/b/a Bluefield Regional Medical Center, Fallbrook Hopspital Corporation, d/b/a Fallbrook Hospital, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers; Greenbrier, VMC, LLC d/b/a Greenbrier Valley Medical Center, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers; Watsonville Hospital Corporation d/b/a Watsonville Community Hospital Corporation d/b/a Watsonville Community Hospital, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",08-CA-130717,Massillon,OH,06/13/2014,"Region 08, Cleveland, Ohio",Open,,,,1388,,
"DNC/Seattle Sport Service",19-CA-130552,SEATTLE,WA,06/10/2014,"Region 19, Seattle, Washington",Open,,,,50,,
"Oliva Supermarkets LLC, RL Markets 1 LLC, and V & V Supermarkets LLC, Alter Egos and A Single Employer",22-CA-130315,Whippany,NJ,06/05/2014,"Region 22, Newark, New Jersey",Open,,,,50,,
"International Union of Operating Engineers Local 18 (Cleveland Cement Contractors, Inc.)",08-CD-130178,Cleveland,OH,06/05/2014,"Region 08, Cleveland, Ohio",Open,,,,25,,
"T-MOBILE USA, INC.",01-CA-129976,Bloomfield,CT,06/03/2014,"Region 01, Boston, Massachusetts",Open,,,,15,,
"TINSLEY'S AMUSEMENTS, INC.",01-CA-130027,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,12,,
"BIG ROCK AMUSEMENTS, LLC",01-CA-130002,UPTON,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,28,,
"FAMILY ATTRACTIONS AMUSEMENT CO., LLC",01-CA-130086,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,25,,
"KELLY-MILLER BROS CIRCUS, LTD",01-CA-130124,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,35,,
"MOORE'S GREATER SHOWS, LLC",01-CA-130116,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,22,,
"CULPEPPER ENTERTAINMENT, LLC. D/B/A CULPEPER & MERRIWEATHER CIRCUS",01-CA-130083,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,15,,
"PARADISE AMUSEMENTS, INC.",01-CA-129960,Ocala,FL,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,40,,
"CASEY'S RIDES, INC.",01-CA-130078,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,34,,
"WOLD AMUSEMENTS, INC. D/B/A AMERICAN TRAVELING SHOWS",01-CA-130063,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,12,,
"CARSON & BARNES CIRCUS CO., INC.",01-CA-130072,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,40,,
"GUADAGNO & SONS D/B/A G & S SHOWS",01-CA-130122,"Garden Grove",CA,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,38,,
"Jo-Dan Madalisse LTD, LLC d/b/a McDonald's, A Franchisse of  McDonald's USA, LLC and McDonald's USA, LLC, Joint Employers",04-CA-129783,Philadelphia,PA,06/02/2014,"Region 04, Philadelphia, Pennsylvania",Open,,,,100,,
"S & S AMUSEMENTS, INC.",01-CA-129987,Scott,PA,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,30,,
"BIG O AMUSEMENTS, INC.",01-CA-129951,UPTON,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,25,,
"FRANK JOSEPH & SONS, INC. D/B/A JOLLY SHOWS",01-CA-130111,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,29,,
"HELM & SONS AMUSEMENTS, INC.",01-CA-130126,Colton,CA,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,84,,
"JKJ WORKFORCE AGENCY, INC.",01-CA-129948,UPTON,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,3472,,
"NETTERFIELD'S POPCORN & LEMONADE, INC.",01-CA-129950,"Land O'Lakes",FL,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,44,,
"S.J. ENTERTAINMENT, INC.",01-CA-129990,"New Braunfels",TX,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,20,,
"W. SCOTT MILLER D/B/A MILLER AMUSEMENTS",01-CA-130031,Bradford,NH,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,16,,
"WINDY CITY AMUSEMENTS, INC.",01-CA-130061,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,40,,
"GILLETTE SHOWS, INC.",01-CA-130120,Pittsfield,MA,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,39,,
"MITCHELL BROTHER'S & SON'S, INC",01-CA-130106,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,34,,
"BROWN'S AMUSEMENTS, INC.",01-CA-130009,UPTON,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,70,,
"TALLEY AMUSEMENTS, INC.",01-CA-130022,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,25,,
"KASTL AMUSEMENTS",01-CA-130134,Boston,MA,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,20,,
"STEVE LISKO D/B/A PREMIUM SHOWS OF AMERICA",01-CA-130004,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,16,,
"STRATES FINE FOODS",01-CA-130013,"Mount Airy",MD,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,15,,
"SWYEAR AMUSEMENTS, INC.",01-CA-130018,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,50,,
"WAGNER'S CARNIVAL, LLC",01-CA-130058,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,30,,
"MARK FANELLI'S TRAVELING AMUSEMENT PARK, INC",01-CA-130082,Upton,ME,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,19,,
"ROCKWELL AMUSEMENTS & PROMOTIONS, INC.",01-CA-129964,Johnston,RI,06/02/2014,"Region 01, Boston, Massachusetts",Open,,,,70,,
"National Football League",02-CA-129611,"New York",NY,05/30/2014,"Region 02, New York, New York",Open,,,,121,,
"MV Transportation, Inc.",28-CA-129567,"North Las Vegas",NV,05/29/2014,"Region 28, Phoenix, Arizona",Open,,,,450,,
"Tito Contractors, Inc.",05-CA-129503,Washington,DC,05/28/2014,"Region 05, Baltimore, Maryland",Open,,,,105,,
"92nd Street Y",02-CA-129435,"New YOrk",NY,05/27/2014,"Region 02, New York, New York",Open,,,,250,,
"CONSOLIDATED EDISON COMPANY OF NEW YORK",02-CA-128952,"NEW YORK",NY,05/19/2014,"Region 02, New York, New York",Open,,,,7800,,
"United Parcel Service",19-CA-128463,"Spokane Valley",WA,05/12/2014,"Region 19, Seattle, Washington",Open,,,,10,,
"F&L SHIPPING LLC.",22-CA-128102,SADDLEBROOK,NJ,05/06/2014,"Region 22, Newark, New Jersey",Open,,,,59,,
"AT&T MOBILITY SERVICES, LLC.",22-CA-127727,PARAMUS,NJ,05/01/2014,"Region 22, Newark, New Jersey",Open,,,,1000,,
"AMERICAN WATER WORKS SERVICE COMPANY, INC.",15-CA-127500,Pensacola,FL,04/29/2014,"Region 15, New Orleans, Louisiana",Open,,,,60,,
"ALLIED AVIATION SERVICES COMPANY OF NEW JERSEY",22-CA-127150,ELIZABETH,NJ,04/22/2014,"Region 22, Newark, New Jersey",Open,,,,50,,
"TIME WARNER CABLE NEW YORK CITY, LLC",02-CA-126860,"NEW YORK",NY,04/18/2014,"Region 02, New York, New York",Open,,,,1600,,
"Local 660, United Workers of America (Alstate Maintenance, LLC)",29-CB-126867,"Mount Vernon",NY,04/16/2014,"Region 29, Brooklyn, New York",Open,,,,130,,
"Greenbrier VMC, LLC d/b/a Greenbrier Valley Medical Center, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",10-CA-126416,Ronceverte,WV,04/11/2014,"Region 10, Atlanta, Georgia",Open,,,,121,,
"Grill Concepts Services, Inc. d/b/a The Daily Grill",31-CA-126475,"Los Angeles",CA,04/11/2014,"Region 31, Los Angeles, California",Open,,,,2,,
"ALARIS HEALTH AT ROCHELLE PARK",22-CA-125889,"ROCHELLE PARK",NJ,04/04/2014,"Region 22, Newark, New Jersey",Open,,,,15,,
"ALARIS HEALTH AT CASTLE HILL",22-CA-125866,"UNION CITY",NJ,04/03/2014,"Region 22, Newark, New Jersey",Open,,,,15,,
"JERACI FOOD DISTRIBUTORS, INC.",02-CA-125847,ELMSFORD,NY,04/03/2014,"Region 02, New York, New York",Open,,,,23,,
"ALARIS HEALTH AT HARBORVIEW",22-CA-125882,"JERSEY CITY",NJ,04/03/2014,"Region 22, Newark, New Jersey",Open,,,,15,,
"ALARIS HEALTH AT BOULEVARD EAST",22-CA-125886,GUTTENBERG,NJ,04/03/2014,"Region 22, Newark, New Jersey",Open,,,,15,,
"E Center",20-CA-125698,Marysville,CA,04/01/2014,"Region 20, San Francisco, California",Open,,,,421,,
"United States Postal Service",10-CA-125481,Huntsville,AL,03/27/2014,"Region 10, Atlanta, Georgia",Open,,,,200,,
"MONTEFIORE MEDICAL CENTER",02-CA-125280,BRONX,NY,03/25/2014,"Region 02, New York, New York",Open,,,,2500,,
"ALARIS HEALTH AT BOULEVARD EAST",22-CA-125076,GUTTENBERG,NJ,03/25/2014,"Region 22, Newark, New Jersey",Open,,,,20,,
"ALARIS HEALTH AT HARBORVIEW",22-CA-125023,"JERSEY CITY",NJ,03/21/2014,"Region 22, Newark, New Jersey",Open,,,,15,,
"ALARIS HEALTH AT CASTLE HILL",22-CA-125034,"UNION CITY",NJ,03/21/2014,"Region 22, Newark, New Jersey",Open,,,,15,,
"ALARIS HEALTH AT ROCHELLE PARK",22-CA-124968,"ROCHELLE PARK",NJ,03/21/2014,"Region 22, Newark, New Jersey",Open,,,,15,,
"Springfield Urban League Head Start",25-CA-124578,Springfield,IL,03/17/2014,"Region 25, Indianapolis, Indiana",Open,,,,140,,
"United States Postal Service",10-CA-124330,Gadsden,AL,03/13/2014,"Region 10, Atlanta, Georgia",Open,,,,1000,,
"DHSC, LLC d/b/a Affinity Medical Center, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",08-CA-124398,Massillion,OH,03/13/2014,"Region 08, Cleveland, Ohio",Open,,,,225,,
"United States Postal Service",10-CA-124317,Gadsden,AL,03/13/2014,"Region 10, Atlanta, Georgia",Open,,,,1000,,
"Greenbrier VMC, LLC d/b/a Greenbrier Valley Medical Center, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",10-CA-124354,Ronceverte,WV,03/13/2014,"Region 10, Atlanta, Georgia",Open,,,,121,,
"United States Postal Service",10-CA-124324,Anniston,AL,03/13/2014,"Region 10, Atlanta, Georgia",Open,,,,1000,,
"Hospital of Barstow Inc., d/b/a Barstow Community Hospital, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",31-CA-124540,Barstow,CA,03/12/2014,"Region 31, Los Angeles, California",Open,,,,70,,
"WATSONVILLE HOSPITAL CORPORATION D/B/A WATSONVILLE COMMUNITY HOSPITAL, COMMUNITY HEALTH SYSTEMS, INC., AND/OR COMMUNITY HEALTH SYSTEMS PROFESSIONAL SERVICES CORPORATION, LLC, A SINGLE EMPLOYER AND/OR JOINT EMPLOYERS",32-CA-124332,Watsonville,CA,03/12/2014,"Region 32, Oakland, California",Open,,,,700,,
"F & L SHIPPING LLC",22-CA-124478,SADDLEBOOK,NJ,03/12/2014,"Region 22, Newark, New Jersey",Open,,,,59,,
"E Center",20-CA-124323,Marysville,CA,03/12/2014,"Region 20, San Francisco, California",Open,,,,421,,
"Fallbrook Hospital Corporation, d/b/a Fallbrook Hospital, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",21-CA-124295,Fallbrook,CA,03/12/2014,"Region 21, Los Angeles, California",Open,,,,104,,
"American Express Company and/or AMEX Card Service Company",28-CA-123865,Phoenix,AZ,03/06/2014,"Region 28, Phoenix, Arizona",Open,,,,7000,,
"Ozburn-Hessey Logistics, LLC",15-CA-123315,Memphis,TN,02/27/2014,"Region 15, New Orleans, Louisiana",Open,,,,100,,
"Tito Contractors, Inc.",05-CA-123265,Washington,DC,02/27/2014,"Region 05, Baltimore, Maryland",Open,,,,73,,
"T-Mobile USA, Inc.",01-CA-123183,Bloomfield,CT,02/25/2014,"Region 01, Boston, Massachusetts",Open,,,,15,,
"JERSEY CITY MEDICAL CENTER",22-UC-123050,"JERSEY CITY",NJ,02/24/2014,"Region 22, Newark, New Jersey",Open,,,,600,,"SEE APPENDIX A PP1 & PP2
PARAMEDIC AS PROFESSIONAL AND 1 OR SUPERVISORS UNDER THE AC.

INC. MEDICAL RECORDS TECH, MEDICAL RECORDS TECH, ANESTHESIA TECH, ENVIORMENTAL SERVICES WORKER, IMAGING TECH II, STERILE PROCESSING TECH, NONCERTIFIELD, STERILLE PROCESING TECH, CERTIFIELD, DRIVER, MEDICALRECORDS CLERK, UNIT SECRETARY, UNIT SECRETARY, COMMUNITY OUTREACH WORKER, DENTAL ASSISTANT, MEDICAL RECORDS TECH, EEG TECH, EMT, EMT DISPATCHER, PATIENT CARE TECH, HISOLOGY TECH, LAB TECH, STERILLE PROCESSING TECH II, CERTIFIELD, AIDE, COUNRIER, MATERIALS DISTRIBUTION CLERK, MED TECH, MED TECH ASCP, MEDICAL TRANSCRIBER, COURIER, MONITOR TECH, OPHTHALMIC TECHNICIAN, SERGICAL TECH PARAMEDIC, PATIENT ESCORT, PHARMERCY TECH, CERTIFIELD, PHLEBOTOMIST, PHYSICAL THERAPIST, RESPIRATORY THERAPIST THERAPIST II, MEDICAL RECORDS CLERK, PULMONARY FUNCTION TECH, THERAPEUTIC TECH, IMAGING TECH, IMAGING TECH II, UNIT SECRETARY.


PROPOSED TO BE EXCLUDED: 
PARAMEDIC."
"Edwards Painting, Inc.",19-CA-122730,"Oregon City",OR,02/18/2014,"Region 19, Seattle, Washington",Open,,,,20,,
"20th Century Fox / TVM Productions, Inc.",02-CA-122380,"NEW YORK",NY,02/11/2014,"Region 02, New York, New York",Open,,,,1,,
"GREEN FLEET SYSTEMS, LLC",21-CA-121368,CARSON,CA,01/28/2014,"Region 21, Los Angeles, California",Open,,,,100,,
"Fallbrook Hospital Corporation, d/b/a Fallbrook Hospital, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",21-CA-121480,FALLBROOK,CA,01/28/2014,"Region 21, Los Angeles, California",Open,,,,104,,
"Greenbrier VMC, LLC d/b/a Greenbrier Valley Medical Center, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",10-CA-121156,RONCEVERTE,WV,01/24/2014,"Region 10, Atlanta, Georgia",Open,,,,121,,
"Hertz Equipment Rental Corp.",19-CA-121310,Seattle,WA,01/24/2014,"Region 19, Seattle, Washington",Open,,,,20,,
"WATSONVILLE HOSPITAL CORPORATION D/B/A WATSONVILLE COMMUNITY HOSPITAL, COMMUNITY HEALTH SYSTEMS, INC., AND/OR COMMUNITY HEALTH SYSTEMS PROFESSIONAL SERVICES CORPORATION, LLC, A SINGLE EMPLOYER AND/OR JOINT EMPLOYERS",32-CA-120642,WATSONVILLE,CA,01/15/2014,"Region 32, Oakland, California",Open,,,,700,,
"TRANSMED AMBULANCE TRANSPORTATION, INC.",22-RC-120367,"EAST BRUNSWICK",NJ,01/10/2014,"Region 22, Newark, New Jersey",Open,,,10,10,,"INC. ALL FULL TIME , PART TIME AND PER DIEM EMERGENCY MEDICAL TECHNICIANS WORKING OUT OF THE EMPLOYERS EAST BRUNSWICK NEW JERSEY OPERATION.

EXC. ALL GUARDS, ADMINSTRATIVE AND CLERICAL EMPLOYEES, DISPATCH AND COMMUNICATIONS EMPLOYEES, PROFESSIONAL EMPLOYEES, MECHANICS, AND SUPEVISORS AS DEFINED UNDER THE ACT..."
"Ozburn-Hessey Logistics, LLC",15-CA-119925,Memphis,TN,01/02/2014,"Region 15, New Orleans, Louisiana",Open,,,,100,,
"Saint Luke's Memorial Hospital d/b/a Hospital San Lucas Ponce",12-CA-119948,Ponce,PR,01/02/2014,"Region 12, Tampa, Florida",Open,,,,10,,
"OZBURN-HESSEY LOGISTICS, LLC",15-CA-119826,MEMPHIS,TN,12/30/2013,"Region 15, New Orleans, Louisiana",Open,,,,200,,
"Cervera Automobile Group LLC d/b/a Veracom Ford",20-CA-119691,"San Mateo",CA,12/26/2013,"Region 20, San Francisco, California",Open,,,,25,,
"MIDWEST TERMINALS OF TOLEDO INTERNATIONAL INC.",08-CA-119493,TOLEDO,OH,12/23/2013,"Region 08, Cleveland, Ohio",Open,,,,45,,
"Hospital of Barstow Inc., d/b/a Barstow Community Hospital, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",31-CA-119831,Barstow,CA,12/23/2013,"Region 31, Los Angeles, California",Open,,,,1,,
"MIDWEST TERMINALS OF TOLEDO INTERNATIONAL INC.",08-CA-119535,TOLEDO,OH,12/23/2013,"Region 08, Cleveland, Ohio",Open,,,,48,,
"Kaiser Foundation Hospitals",32-CA-119640,OAKLAND,CA,12/23/2013,"Region 32, Oakland, California",Open,,,,2500,,
"Tito Contractors, Inc.",05-CA-119414,Washington,DC,12/19/2013,"Region 05, Baltimore, Maryland",Open,,,,73,,
"ExxonMobil Refining & Supply",16-CA-119358,Baytown,TX,12/18/2013,"Region 16, Fort Worth, Texas",Open,,,,1200,,
"EXXONMOBIL REFINING & SUPPLY",16-CA-119337,BAYTOWN,TX,12/18/2013,"Region 16, Fort Worth, Texas",Open,,,,1200,,
"EXXONMOBIL REFINING & SUPPLY",16-CA-119313,BAYTOWN,TX,12/18/2013,"Region 16, Fort Worth, Texas",Open,,,,1200,,
"EXXONMOBIL REFINING & SUPPLY",16-CA-119361,Baytown,TX,12/18/2013,"Region 16, Fort Worth, Texas",Open,,,,1200,,
"Nichols Aluminum, Inc.",25-CA-119243,Davenport,IA,12/18/2013,"Region 25, Indianapolis, Indiana",Open,,,,235,,
"GREEN FLEET SYSTEMS, LLC",21-CA-119154,CARSON,CA,12/17/2013,"Region 21, Los Angeles, California",Open,,,,100,,
"Tito Contractors, Inc.",05-CA-119096,Washington,DC,12/16/2013,"Region 05, Baltimore, Maryland",Open,,,,73,,
"Tito Contractors, Inc.",05-CA-119008,Washington,DC,12/16/2013,"Region 05, Baltimore, Maryland",Open,,,,73,,
"United States Postal Service",28-CA-118152,Albuquerque,NM,12/02/2013,"Region 28, Phoenix, Arizona",Open,,,,700,,
"DHSC, LLC d/b/a Affinity Medical Center, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",08-CA-117890,Massillon,OH,11/27/2013,"Region 08, Cleveland, Ohio",Open,,,,225,,
"Bronx House",02-CA-117926,Bronx,NY,11/26/2013,"Region 02, New York, New York",Open,,,,21,,
"Greenbrier VMC, LLC d/b/a Greenbrier Valley Medical Center, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",10-CA-117698,RONCEVERTE,WV,11/22/2013,"Region 10, Atlanta, Georgia",Open,,,,121,,
"Ozburn-Hessey Logistics, LLC",15-CA-117208,Memphis,TN,11/18/2013,"Region 15, New Orleans, Louisiana",Open,,,,100,,
"ALCOA, INC.",25-CA-116980,Bettendorf,IA,11/14/2013,"Region 25, Indianapolis, Indiana",Open,,,,2300,,
"Colegio de Profesionales de la Enfermeria",12-CA-116603,"San Juan",PR,11/06/2013,"Region 12, Tampa, Florida",Open,,,,15,,
"Edwards Painting Inc.",19-CA-116399,"Oregon City",OR,11/05/2013,"Region 19, Seattle, Washington",Open,,,,20,,
"CONSTELLIUM ROLLED PRODUCTS RAVENSWOOD, LLC",09-CA-116410,Ravenswood,WV,11/05/2013,"Region 09, Cincinnati, Ohio",Open,,,,700,,
"United Parcel Service",12-CA-116247,"Deerfield Beach",FL,11/04/2013,"Region 12, Tampa, Florida",Open,,,,250,,
"Hospital of Barstow Inc., d/b/a Barstow Community Hospital, Community Health Systems, Inc., and/or Community Health Systems Professional Services Corporation, LLC, a single employer and/or joint employers",31-CA-116300,Barstow,CA,10/31/2013,"Region 31, Los Angeles, California",Open,,,,70,,
"Southern Bakeries, LLC",15-CA-115945,Hope,AR,10/30/2013,"Region 15, New Orleans, Louisiana",Open,,,,186,,
"GREEN FLEET SYSTEMS, LLC",21-CA-115910,CARSON,CA,10/29/2013,"Region 21, Los Angeles, California",Open,,,,100,,
"NBC Universal, Inc.",02-CA-115732,"New York",NY,10/28/2013,"Region 02, New York, New York",Open,,,,2500,,
"Suiza Dairy Corporation",12-CA-115583,"San Juan",PR,10/23/2013,"Region 12, Tampa, Florida",Open,,,,180,,
"BEST WESTERN CONVENTION CENTER HOTEL",02-CA-115463,"NEW YORK",NY,10/23/2013,"Region 02, New York, New York",Open,,,,12,,
"International Brotherhood of Electrical Workers Local Union 357, AFL-CIO (Desert Sun Enterprises Limited d/b/a Convention Technical Services, LLC)",28-CC-115255,"Las Vegas",NV,10/22/2013,"Region 28, Phoenix, Arizona",Open,,,,1,,
"International Longshore and Warehouse Union, and International Longshore and Warehouse Union, Local 4 (Kinder Morgan)",19-CD-115274,Vancouver,WA,10/22/2013,"Region 19, Seattle, Washington",Open,,,,10,,
"International Longshore and Warehouse Union, and International Longshore and Warehouse Union, Local 4 (Kinder Morgan)",19-CC-115273,Vancouver,WA,10/22/2013,"Region 19, Seattle, Washington",Open,,,,10,,
"AIRTOUCH CELLULAR",21-CA-115223,IRVINE,CA,10/21/2013,"Region 21, Los Angeles, California",Open,,,,25,,
"Saint Lukes Memorial, Inc. d/b/a Hospital San Lucas Ponce",12-CA-115405,Ponce,PR,10/10/2013,"Region 12, Tampa, Florida",Open,,,,300,,
"VERIZON NEW JERSEY, INC.",22-CA-114165,UNION,NJ,09/25/2013,"Region 22, Newark, New Jersey",Open,,,,5500,,
"Champaign Builders Supply Company",25-CA-114095,Champaign,IL,09/24/2013,"Region 25, Indianapolis, Indiana",Open,,,,1,,
"Ridgewood Health Care Center and Ridgewood Health Services, Inc., a single employer",10-CA-113669,Jasper,AL,09/18/2013,"Region 10, Atlanta, Georgia",Open,,,,141,,
"INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES, MOVING PICTURE TECHNICIANS, ARTISTS AND ALLIED CRAFTS OF THE UNITED STATES, ITS TERRITORIES AND CANADA, LOCAL 720, AFL-CIO, CLC (Encore Productions, Inc.)",28-CB-113281,"Las Vegas",NV,09/13/2013,"Region 28, Phoenix, Arizona",Open,,,,5000,,
"DURHAM SCHOOL SERVICES",15-CA-112948,MILTON,FL,09/10/2013,"Region 15, New Orleans, Louisiana",Open,,,,208,,
"Oncor Electric Delivery",16-CA-112404,Dallas,TX,08/29/2013,"Region 16, Fort Worth, Texas",Open,,,,575,,
"KAWA SUSHI, INC. d/b/a KAWA SUSHI RESTAURANT, YONG FENG WANG AND XIU HUI WENG",02-CA-112114,"NEW YORK",NY,08/27/2013,"Region 02, New York, New York",Open,,,,5,,
"Ozburn-Hessey Logistics, LLC",15-CA-111520,Memphis,TN,08/19/2013,"Region 15, New Orleans, Louisiana",Open,,,,400,,
"Ozburn-Hessey Logistics, LLC",15-CA-111523,Memphis,TN,08/19/2013,"Region 15, New Orleans, Louisiana",Open,,,,400,,
"Ozburn-Hessey Logistics, LLC",15-CA-111581,Memphis,TN,08/19/2013,"Region 15, New Orleans, Louisiana",Open,,,,400,,
"Corrections Corporation of America",22-CA-111134,Elizabeth,NJ,08/12/2013,"Region 22, Newark, New Jersey",Open,,,,100,,
"Brinker International Payroll Company, L.P.",27-CA-110765,Denver,CO,08/07/2013,"Region 27, Denver, Colorado",Open,,,,500,,
"Southern Bakeries, LLC",15-CA-109753,Hope,AR,07/23/2013,"Region 15, New Orleans, Louisiana",Open,,,,186,,
"Southern Bakeries, LLC",15-CA-109755,Hope,AR,07/23/2013,"Region 15, New Orleans, Louisiana",Open,,,,186,,
"Southern Bakeries, LLC",15-CA-109746,Hope,AR,07/23/2013,"Region 15, New Orleans, Louisiana",Open,,,,186,,
"Commercial Building Maintenance Corp.",02-RC-109420,SYOSSET,NY,07/18/2013,"Region 02, New York, New York",Open,,,,11,,
"OZBURN-HESSEY LOGISTICS, LLC",15-CA-109235,MEMPHIS,TN,07/16/2013,"Region 15, New Orleans, Louisiana",Open,,,,400,,
"ABM JANITORIAL SERVICES, INC.",02-CA-109219,"New York",NY,07/16/2013,"Region 02, New York, New York",Open,,,,50,,
