OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
304336|2101|Journyeman|193|T|782878
304341|2102|Agency Fee Payers|0|F|782878
304340|2101|Probationary|44|F|782878
304339|2101|Apprentice|49|F|782878
304338|2101|Honorary|22|F|782878
304337|2101|Lifetime|179|F|782878
301995|2101|Journeymen|1535|T|780712
301998|2101|Lifetime Members|560|F|780712
301997|2101|Honorary Members|161|F|780712
301996|2101|Apprentices|84|F|780712
302233|2101|Apprentices|67|T|780887
302239|2101|Residential Workers|3|T|780887
302238|2101|Retirees|153|T|780887
302237|2101|Pre-Apprentices|23|T|780887
302236|2101|Classified Workers|19|T|780887
302235|2101|Production Workers|21|T|780887
302234|2101|Journeymen|328|T|780887
302817|2101|OPERATING ENGINEERS|8263|T|782146
302821|2102|Agency Fee Payers|23|F|782146
302820|2101|NON-TRADITIONAL|364|T|782146
302819|2101|RETIREE|755|T|782146
302818|2101|TRAINEE|399|T|782146
302778|2101|JOURNEYMAN|580|T|782131
302781|2101|HONORARY|35|T|782131
302780|2101|RETIREE|79|T|782131
302779|2101|APPRENTICE|120|T|782131
302099|2101|Pensioners|42|T|780787
302097|2101|Journeyman|92|T|780787
302098|2101|Honoraries|4|F|780787
302102|2101|Military|1|T|780787
302101|2101|Probationary|1|F|780787
302100|2101|Apprentice|19|F|780787
303831|2101|Apprentices|33|T|782610
303837|2102|Agency Fee Payers|0|F|782610
303836|2101|Business Manager/Training Instructors|3|T|782610
303835|2101|Truck Drivers|2|T|782610
303834|2101|Residential Wireman & Trainees|0|T|782610
303833|2101|Journeyman JIW waiting for retirement paperwork|0|T|782610
303832|2101|Journeyman Inside Wireman|173|T|782610
301733|2101|Regular Members|944|T|779294
301736|2101|Industrial Members|5|T|779294
301735|2101|Life Members|116|T|779294
301734|2101|Apprentices|126|T|779294
303619|2101|JOURNEYMAN|2080|T|782524
303624|2101|TRAVELERS|300|F|782524
303623|2101|MILITARY|4|F|782524
303622|2101|HONORARY|102|F|782524
303621|2101|LIFETIME HONORARY|996|F|782524
303620|2101|APPRENTICES|528|F|782524
301914|2101|"A" Members|675|T|780670
301916|2102|Agency Fee Payers|0|F|780670
301915|2101|"BA" Members|384|T|780670
304526|2101|Regular|2283|T|782950
304530|2102|Agency Fee Payers|0|F|782950
304529|2101|Apprentice|301|T|782950
304528|2101|Industrial|1169|T|782950
304527|2101|Life|421|T|782950
303131|2102|Agency Fee Payers|1|F|782281
303130|2101|Arrears|7|F|782281
303129|2101|Honorary|10|T|782281
303128|2101|Disabled|1|T|782281
303127|2101|Retired|8|T|782281
303126|2101|Early Retired|15|T|782281
303125|2101|Regular Member|199|T|782281
303124|2101|Apprentices|97|T|782281
302070|2101|WORKING MEMBERS|974|T|780769
301402|2101|ACTIVE MEMBERS|620|T|777562
301403|2102|Agency Fee Payers|0|F|777562
301994|2101|ACTIVE|542|T|780711
301913|2102|Agency Fee Payers|0|F|780668
301909|2101|JOURNEYMAN|1603|T|780668
301912|2101|HONORARY|123|T|780668
301911|2101|RETIREE|361|T|780668
301910|2101|APPRENTICE|241|T|780668
301865|2101|JOURNEYMEN|360|T|780616
301871|2102|Agency Fee Payers|0|F|780616
301870|2101|MILITARY|0|F|780616
301869|2101|PROBATIONARY|3|F|780616
301868|2101|LIFETIME|113|F|780616
301867|2101|HONORARY|41|F|780616
301866|2101|APPRENTICES|59|F|780616
302648|2101|Electricians|253|T|782078
302654|2102|Agency Fee Payers|0|F|782078
302653|2101|Data Center 1 Members|25|T|782078
302652|2101|Chadwell Dining Hall Members|26|T|782078
302651|2101|Dry Fork Members|25|T|782078
302650|2101|TOL Members|6|T|782078
302649|2101|VA Hospital Members|13|T|782078
301404|2101|A MEMBERS|851|T|777583
301408|2102|Agency Fee Payers|0|F|777583
301407|2101|APPRENTICES|151|T|777583
301406|2101|RETIREES|399|F|777583
301405|2101|BA MEMBERS|19|T|777583
302643|2101|WORKING MEMBERS|757|T|782072
302647|2101|EARLY RETIRED MEMBERS|51|T|782072
302646|2101|HONORARY MEMBERS|39|T|782072
302645|2101|RETIRED MEMBERS|55|T|782072
302644|2101|NON-WORKING MEMBERS|23|T|782072
303750|2101|WORKING MEMBERS|505|T|782572
303751|2101|RETIREES|63|F|782572
302108|2101|REGULAR MEMBERS|1312|T|780800
302110|2102|Agency Fee Payers|0|F|780800
302109|2101|INTERNATIONAL RETIREES|118|F|780800
303522|2101|Member|842|T|782492
303529|2102|Agency Fee Payers|0|F|782492
303528|2101|Retired|51|T|782492
303527|2101|In Service (Military)|2|T|782492
303526|2101|Honorary|77|T|782492
303525|2101|Early Retired|4|T|782492
303524|2101|Disabled|48|T|782492
303523|2101|Apprentice|197|T|782492
304259|2101|Active|10826|T|782851
304257|2101|Pensioned (Prior to 1/1/1993)|167|T|782851
304258|2101|Pensioned (After 12/31/1992)|2356|T|782851
304260|2102|Agency Fee Payers|0|F|782851
301381|2101|A MEMBERS|15|T|777486
301383|2102|Agency Fee Payers|550|F|777486
301382|2101|B MEMBERS|540|T|777486
304657|2101|PROBATIONARY MEMBERS|71|F|783023
304653|2101|JOURNEYMAN|1814|T|783023
304656|2101|LIFETIME MEMBERS|341|T|783023
304655|2101|RETIRED MEMBERS / HONORARY MEMBERS|244|T|783023
304654|2101|APPRENTICE|742|F|783023
304659|2102|Agency Fee Payers|0|F|783023
304658|2101|MILITARY MEMBERS|3|T|783023
303956|2101|Construction members|180|T|782650
303959|2101|Gold Members|16|T|782650
303958|2101|Retiree|37|T|782650
303957|2101|Service members|651|T|782650
302192|2101|Active dues paying members|1720|T|780864
300556|2101|ACTIVE MEMBER|1093|T|755978
300560|2101|OFFICIAL MEMBER|106|F|755978
300559|2101|LIFE MEMBER|139|F|755978
300558|2101|UNEMPLOYED MEMBER|0|F|755978
300557|2101|RETIRED MEMBER|9|F|755978
304335|2101|REGULAR MEMBERS|9508|T|782873
300801|2101|JOURNEY PERSON|440|T|766081
300804|2102|Agency Fee Payers|0|F|766081
300803|2101|RETIRED|114|F|766081
300802|2101|APPRENTICE|92|T|766081
304804|2101|Apprentices|281|F|783066
304809|2101|Trainees|0|F|783066
304808|2101|Probationaries|0|F|783066
304807|2101|Honorary|11|T|783066
304806|2101|Lifetime Honorary (Pensioners)|143|T|783066
304805|2101|Journeymen|422|T|783066
303803|2101|Members|1002|T|782594
303804|2102|Agency Fee Payers|0|F|782594
305153|2101|Journeymen|618|T|785325
305159|2102|Agency Fee Payers|0|F|785325
305158|2101|Trainee|2|F|785325
305157|2101|Military|2|T|785325
305156|2101|Lifetime|432|T|785325
305155|2101|Honorary|113|T|785325
305154|2101|Apprenticeship|180|F|785325
304595|2101|Affiliated Unions|27|T|782991
304596|2102|Agency Fee Payers|0|F|782991
303537|2101|MEMBERS|218|T|782495
303539|2102|Agency Fee Payers|0|F|782495
303538|2101|BA MEMBERS|27|T|782495
304940|2101|Active members (not including apprentices)|2758|T|783152
304945|2102|Agency Fee Payers|0|F|783152
304944|2101|Life members|206|T|783152
304943|2101|On application|96|F|783152
304942|2101|Apprentices|488|F|783152
304941|2101|Retired members (not including life members)|447|T|783152
302259|2101|Journeymen|264|T|780898
302260|2101|Apprentice|38|T|780898
304075|2101|GENERAL MEMBERSHIP|541|T|782730
303282|2101|Journeymen|887|T|782330
303284|2102|Agency Fee Payers|0|F|782330
303283|2101|Owner Operators|13|T|782330
304754|2101|JOURNEYMEN|220|T|783053
304756|2102|Agency Fee Payers|0|F|783053
304755|2101|APPRENTICES|12|T|783053
302750|2101|JOURNEYMAN|810|T|782122
302753|2101|SHOP MEMBER|49|T|782122
302752|2101|TRAINEE|100|T|782122
302751|2101|APPRENTICE|95|T|782122
300619|2101|Active|206|T|756212
301413|2101|Active Journeymen|135|T|777590
301416|2101|Inactive Withdrawal Members|5|F|777590
301415|2101|Inactive Retired Members|91|F|777590
301414|2101|Active Apprenticeship|26|F|777590
303344|2101|Apprentice (Yr 1-3)|27|F|782376
303347|2101|Retirees|78|T|782376
303346|2101|Journeyman|127|T|782376
303345|2101|Apprentice (Yr 4-5)|13|T|782376
304482|2101|Journeyman|860|T|782927
304485|2101|Trainees|678|F|782927
304484|2101|Probationary|8|F|782927
304483|2101|Apprentices|82|F|782927
304877|2101|GENERAL MEMBERSHIP|1088|T|783093
304232|2101|A Memberships|243|T|782839
304234|2102|Agency Fee Payers|0|F|782839
304233|2101|BA Memberships|87|T|782839
303387|2101|Journeyman|175|T|782417
303392|2102|Agency Fee Payers|0|F|782417
303391|2101|Probationaries|6|F|782417
303390|2101|Retirees|146|F|782417
303389|2101|Honorary Members|31|F|782417
303388|2101|Apprentices|53|F|782417
303043|2101|Journeyman|304|T|782252
303051|2102|Agency Fee Payers|0|F|782252
303050|2101|In-service|1|T|782252
303049|2101|Disabled Member|17|T|782252
303048|2101|Honorary Member|32|T|782252
303047|2101|Contractor Member|2|F|782252
303046|2101|Retired|92|T|782252
303045|2101|Early Retired|68|T|782252
303044|2101|Apprentice|139|T|782252
305296|2101|REGULAR|737|T|785612
305299|2101|LIFE|60|F|785612
305298|2101|INDUSTRIAL|204|T|785612
305297|2101|APPRENTICE|296|T|785612
300763|2101|Full dues paying members|741|T|766007
300764|2102|Agency Fee Payers|0|F|766007
304582|2101||0|F|782978
304578|2101|Journeymen|283|T|782978
304581|2101|Retirees|50|F|782978
304580|2101|Welders|2|T|782978
304579|2101|Apprentices|63|T|782978
304584|2101||0|F|782978
304583|2101||0|F|782978
304559|2101|REGULAR MEMBERS|3558|T|782973
304562|2102|Agency Fee Payers|44|F|782973
304561|2101|RETIRED MEMBERS|10|F|782973
304560|2101|REDUCED RATE MEMBERS|0|T|782973
301535|2101|Apprentice|59|F|777778
301539|2101|Probationary|26|F|777778
301538|2101|Lifetime|41|F|777778
301537|2101|Journeyman|218|T|777778
301536|2101|Honorary|3|F|777778
304531|2101|Apprentice|56|F|782951
304535|2101|Journeyman|271|T|782951
304534|2101|Honorary|54|F|782951
304533|2101|Lifetime|104|F|782951
304532|2101|Probationary|4|F|782951
301919|2101|Journeyman|343|T|780684
301923|2101|Military|2|F|780684
301922|2101|Lifetime (Retired/Disabled)|162|T|780684
301921|2101|Probationary|3|F|780684
301920|2101|Apprentice|89|F|780684
303674|2101|JOURNEYMAN|869|T|782543
303677|2101|HONORARY MEMBER AND OTHER|131|F|782543
303676|2101|LIFETIME MEMBERS|217|F|782543
303675|2101|APPRENTICE|253|F|782543
304062|2101|"A" Members|3|T|782716
304064|2101|"FP" Members|1|F|782716
304063|2101|"BA" Members|644|T|782716
304321|2101|Disabled|636|T|782867
304326|2101|Retired|2439|T|782867
304325|2101|Regular|13649|T|782867
304324|2101|Called to Military|16|T|782867
304323|2101|Honorary|1192|T|782867
304322|2101|Apprentice|1036|T|782867
303650|2101|Journeymen|1672|T|782531
303658|2102|Agency Fee Payers|0|F|782531
303657|2101|Military|3|F|782531
303656|2101|Lifetime Honorary|601|F|782531
303655|2101|Honorary|167|F|782531
303654|2101|Shopmen|317|F|782531
303653|2101|Probationary|180|F|782531
303652|2101|Trainee|2|F|782531
303651|2101|Apprentice|284|F|782531
303735|2101|Journeymen|272|T|782564
303738|2101|Probationary|10|F|782564
303737|2101|Pensioners|297|T|782564
303736|2101|Apprentices|44|F|782564
303086|2101|Apprentices|331|F|782271
303091|2101|Probationaries|84|F|782271
303090|2101|Military|10|F|782271
303089|2101|Lifetime|604|F|782271
303088|2101|Honorary|70|F|782271
303087|2101|Journeymen|2538|T|782271
302599|2101|WORKING MEMBERS|1096|T|782046
302604|2102|Agency Fee Payers|0|F|782046
302603|2101|EARLY RETIRED MEMBERS|118|T|782046
302602|2101|HONORARY MEMBERS|63|T|782046
302601|2101|RETIRED MEMBERS|132|T|782046
302600|2101|NON-WORKING MEMBERS|27|T|782046
302314|2101|NON-WORKING MEMBERS|37|T|781918
302313|2101|WORKING MEMBERS|1548|T|781918
302317|2101|EARLY RETIRED MEMBERS|63|T|781918
302316|2101|HONORARY MEMBERS|54|T|781918
302315|2101|RETIRED MEMBERS|65|T|781918
302662|2101|MECHANICS|280|T|782081
302664|2101|HELPERS|757|T|782081
302663|2101|APPRENTICES|168|T|782081
304281|2101|REGULAR MEMBERS|408|T|782856
304287|2101|CALLED MILITARY SERVICE|1|T|782856
304286|2101|DISABLED MEMBERS|15|T|782856
304285|2101|EARLY RETIREES|38|T|782856
304284|2101|HONORARY MEMBERS|21|T|782856
304283|2101|RETIRED MEMBERS|18|T|782856
304282|2101|APPRENTICES|80|T|782856
301715|2101|REGULAR|180|T|778138
301719|2101|CONTRACTORS|23|F|778138
301718|2101|LIFE MEMBERS|34|T|778138
301717|2101|APPRENTICE|16|F|778138
301716|2101|RETIRED|50|T|778138
303172|2101|A|1026|T|782293
304453|2101|Apprentices|110|T|782919
304460|2101|Retired|467|F|782919
304459|2101|Installer Tech|10|T|782919
304458|2101|Clerical|5|T|782919
304457|2101|Instrument & Control Technicians|2|T|782919
304456|2101|Construction Electrician|17|T|782919
304455|2101|Construction Wireman|54|T|782919
304454|2101|Journeyman Wireman|709|T|782919
303540|2101|Active Journeymen|304|T|782496
303545|2101|Trainee|5|F|782496
303544|2101|Honorary|11|F|782496
303543|2101|Lifetime|75|F|782496
303542|2101|Retirees|54|T|782496
303541|2101|Apprentices|63|F|782496
303269|2101|RETIRED OR DISABLED|197|T|782325
303272|2101|REGULAR MEMBERS AND APPRENTICES|722|T|782325
303271|2101|MILITARY SERVICE|2|T|782325
303270|2101|50 YEAR HONORARY MEMBERS|79|T|782325
303055|2101|NON-WORKING MEMBERS|9|T|782254
303054|2101|WORKING MEMBERS|1038|T|782254
303058|2101|EARLY RETIRED MEMBERS|76|T|782254
303057|2101|HONORARY MEMBERS|63|T|782254
303056|2101|RETIRED MEMBERS|87|T|782254
303008|2101|FULL VOTING MEMBERS|5523|T|782242
303009|2102|Agency Fee Payers|0|F|782242
305090|2101|Individual members of South Central Wisconsin Unions|4000|T|784400
302277|2101|Lifetime|75|F|781893
302275|2101|Apprentice|31|F|781893
302276|2101|Journeymen|137|T|781893
302279|2101|Probationary|8|F|781893
302278|2101|Honorary|34|F|781893
304631|2101|Journeymen|2946|T|783011
304636|2101|Probationary|244|F|783011
304635|2101|Military|4|T|783011
304634|2101|Honorary|548|T|783011
304633|2101|Retirees|820|T|783011
304632|2101|Apprentices|1192|F|783011
302568|2101|Regular Members|807|T|782036
302569|2101|Retired Members|7|T|782036
301641|2101|Journeymen|2243|T|778023
301646|2101|Early retired|58|T|778023
301645|2101|Retired|110|T|778023
301644|2101|Honorary|307|T|778023
301643|2101|Disabled|47|T|778023
301642|2101|Apprentice|189|T|778023
300814|2101|NATIONAL GRID-ELECTRIC|365|T|766102
300817|2101|TIVERTON POWER - COGENTRIX|16|T|766102
300816|2101|MANCHESTER - IHI POWER|26|T|766102
300815|2101|NATIONAL GRID-GAS|64|T|766102
304448|2101|JOURNEYMEN|201|T|782913
304452|2101|HONORARY|2|F|782913
304451|2101|LIFETIME|33|F|782913
304450|2101|PROBATIONARY|14|F|782913
304449|2101|APPRENTICES|39|F|782913
303555|2101|SHIPPING|39|T|782504
303559|2101|PRODUCTION|183|T|782504
303558|2101|PRINT SHOP|31|T|782504
303557|2101|MAINTENANCE|33|T|782504
303556|2101|MOLD ROOM|75|T|782504
300434|2101|ACTIVE|231|T|755186
300436|2102|Agency Fee Payers|0|F|755186
300435|2101|RETIRED|84|T|755186
302581|2101|WORKING MEMBERS|2206|T|782041
302585|2101|EARLY RETIRED MEMBERS|30|T|782041
302584|2101|HONORARY MEMBERS|30|T|782041
302583|2101|RETIRED MEMBERS|21|T|782041
302582|2101|NON-WORKING MEMBERS|6|T|782041
302514|2101|Honorary|9|F|782017
302512|2101|Journeyman|96|T|782017
302513|2101|Apprentice|15|F|782017
302515|2101|Lifetime Honorary|47|F|782017
303165|2101|Apprentice|15|F|782290
303169|2101|Honorary|8|T|782290
303168|2101|Lifetime Honorary|55|T|782290
303167|2101|Probationary|8|F|782290
303166|2101|Journeyman|116|T|782290
302423|2101|"A" Members|271|T|781977
302424|2101|"BA" Members|21|T|781977
302052|2101|Journeymen|1004|T|780755
302054|2101|Retired|272|T|780755
302053|2101|Apprentice|192|T|780755
302558|2101|Journeyman|773|T|782030
302563|2101|Military|1|F|782030
302562|2101|Probationary|13|F|782030
302561|2101|Honorary|23|F|782030
302560|2101|Lifetime|252|F|782030
302559|2101|Apprentice|47|F|782030
301974|2101|DISABLED MEMBERS|1211|T|780701
301981|2102|Agency Fee Payers|3|F|780701
301980|2101|IN SERVICE MEMBERS|27|T|780701
301979|2101|HONORARY MEMBERS|4125|F|780701
301978|2101|MEMBERS IN ARREARS|1666|F|780701
301977|2101|REGULAR MEMBERS|23095|T|780701
301976|2101|RETIRED MEMBERS|6371|T|780701
301975|2101|APPRENTICE MEMBERS|4032|T|780701
304988|2101|A Book|48|T|783232
304992|2101|Lifetime|21|T|783232
304991|2101|Retiree|38|T|783232
304990|2101|C Charters|122|T|783232
304989|2101|B Book|211|T|783232
304987|2101|Parent bodies|186|T|783232
300916|2101|Journeyman members|78|T|766167
300917|2101|Apprentice members|14|T|766167
303373|2101|Building Trades Journeymen|277|T|782411
303376|2101|Metal Trades|26|T|782411
303375|2101|Residential Trades|20|T|782411
303374|2101|Building Trades Apprentices|83|T|782411
304370|2101|"A" Members|398|T|782889
304372|2102|Agency Fee Payers|9|F|782889
304371|2101|"BA" Members|822|T|782889
302708|2101|Regular|201|T|782110
302713|2101|Retired over age 65|48|T|782110
302712|2101|Retired age 65 and under|46|T|782110
302711|2101|Lifetime Members|37|T|782110
302710|2101|Apprentices|25|F|782110
302709|2101|TVA|15|T|782110
302219|2101|Journeyman|966|T|780876
302221|2101|Apprentice|14|T|780876
302220|2101|Retirees|121|T|780876
304983|2101|"A"|1023|T|783216
304984|2101|"BA"|110|T|783216
304065|2101|ACTIVE MEMBERS|819|T|782718
304067|2102|Agency Fee Payers|0|F|782718
304066|2101|RETIRED MEMBERS|80|F|782718
301129|2101|ACTIVE|502|T|773553
301132|2101|HONORARY|227|F|773553
301131|2101|WITHDRAWAL|40|F|773553
301130|2101|DISABLED|90|T|773553
302838|2101|"A" MEMBERS|3684|T|782153
302840|2102|Agency Fee Payers|0|F|782153
302839|2101|"BA" MEBERS|735|T|782153
301823|2101|REGULAR MEMBERS|337|T|780582
301825|2101|LIFE MEMBERS|38|T|780582
301824|2101|APPRENTICES|20|T|780582
301398|2101|REGULAR MEMBERS|78|T|777553
301401|2101|LIFE MEMBERS|12|T|777553
301400|2101|RETIRED AND DISABLED MEMBERS|9|T|777553
301399|2101|APPRENTICES|6|T|777553
303701|2101|"A"|383|T|782553
303702|2101|"BA"|10|T|782553
301752|2101|Journeyman mechanic|311|T|779376
301755|2102|Agency Fee Payers|0|F|779376
301754|2101|Non voting apprentices|16|F|779376
301753|2101|Apprentices with voting eligibility|30|T|779376
303137|2101|DISABLED|353|T|782285
303145|2101|RETIRED|2177|T|782285
303144|2101|PRE-APPRENTICE|283|T|782285
303143|2101|HONORARY|1655|T|782285
303142|2101|MEMBER|15388|T|782285
303141|2101|CALLED MILITARY|28|T|782285
303140|2101|EARLY RETIRED|2504|T|782285
303139|2101|CONTRACTOR|37|T|782285
303138|2101|APPRENTICE|3348|T|782285
302745|2101|REGULAR MEMBERS|1657|T|782121
302749|2102|Agency Fee Payers|0|F|782121
302748|2101|GOLD CARD RETIRED MEMBERS|75|T|782121
302747|2101|PRIVATE SERVICE CONTRACT MEMBERS|77|T|782121
302746|2101|RETIRED MEMBERS|340|T|782121
301774|2101|ACTIVE MEMBERS|203|T|780544
301775|2101|RETIRED MEMBERS|93|T|780544
301115|2101|ACTIVE AND INACTIVE MEMBERS|225|T|773523
304969|2101|A MEMBERS|327|T|783185
304971|2102|Agency Fee Payers|0|F|783185
304970|2101|B MEMBERS|64|T|783185
302427|2101|Journeyman|127|T|781980
302432|2102|Agency Fee Payers|0|F|781980
302431|2101|Probationary|10|F|781980
302430|2101|Lifetime|58|T|781980
302429|2101|Honorary|14|T|781980
302428|2101|Apprentice|42|F|781980
302335|2101|General|261|T|781924
302337|2102|Agency Fee Payers|0|F|781924
302336|2101|Fee Payers|19|F|781924
304605|2101|Regular Dues Paying Members|4064|T|782997
304606|2102|Agency Fee Payers|0|F|782997
303594|2101|Building trades journeymen|418|T|782518
303600|2101|Retirees|130|T|782518
303599|2101|Metal trades journeymen|14|T|782518
303598|2101|Residential apprentices|52|F|782518
303597|2101|Residential tradesmen|9|T|782518
303596|2101|Residential master tradesmen|30|T|782518
303595|2101|Building trades apprentices|143|F|782518
304979|2101|Journeymen|386|T|783205
304980|2101|Apprentices|43|T|783205
304139|2101|Regular Members - Voting|1221|T|782781
304141|2102|Agency Fee Payers|0|F|782781
304140|2101|Retired Member - Non Voting|157|F|782781
302670|2101|Journeymen|3526|T|782085
302675|2101|Military|12|T|782085
302674|2101|Probationary|224|F|782085
302673|2101|Shopmen|960|T|782085
302672|2101|Retirees|1628|T|782085
302671|2101|Apprentices|1391|T|782085
303562|2101|Mechanics|226|T|782509
303564|2101|Apprentices|41|T|782509
303563|2101|Helpers|22|T|782509
304572|2101|Regular Members|8054|T|782976
304577|2102|Agency Fee Payers|0|F|782976
304576|2101|Affiliates|7|F|782976
304575|2101|Life Members|1447|T|782976
304574|2101|Apprentices|2064|T|782976
304573|2101|Industrial Members|940|T|782976
301088|2101|Journeymen Wiremen|258|T|773421
301090|2101|Apprentices|58|T|773421
301089|2101|Teldata|6|T|773421
305287|2101|ACTIVE MEMBERS|6036|T|785573
305291|2102|Agency Fee Payers|1|F|785573
305290|2101|PERMIT MEMBERS|24|T|785573
305289|2101|ON CALL|62|F|785573
305288|2101|RETIRED MEMBERS|1|F|785573
302169|2101|JOURNEYMEN|550|T|780857
302174|2101|MILITARY|1|T|780857
302173|2101|PENSIONERS|293|T|780857
302172|2101|HONORARY|45|T|780857
302171|2101|APPRENTICES|114|F|780857
302170|2101|PROBATIONARY MEMBERS|9|F|780857
304955|2101|Members - General|182|T|783167
304957|2102|Agency Fee Payers|0|F|783167
304956|2101|Members - Industrial|97|T|783167
303530|2101|Journeymen|665|T|782494
303536|2102|Agency Fee Payers|0|F|782494
303535|2101|Military|1|T|782494
303534|2101|Honorary|38|T|782494
303533|2101|Lifetime|131|T|782494
303532|2101|Apprentice|83|F|782494
303531|2101|Probationary|68|F|782494
302608|2101|Journeyman|267|T|782052
302610|2101|Other Members|153|F|782052
302609|2101|Apprentice|40|F|782052
302989|2101|Mechanics|203|T|782230
302990|2101|Apprentices|69|T|782230
304858|2101|Journeymen|1313|T|783083
304861|2101|Military|2|T|783083
304860|2101|Honorary and Pensioners|551|T|783083
304859|2101|Apprentices/Probationary|300|F|783083
302311|2101|ACTIVE MEMBERS|2024|T|781916
302312|2102|Agency Fee Payers|4|F|781916
301930|2102|Agency Fee Payers|0|F|780685
301924|2101|APPRENTICES|89|T|780685
301929|2101|HONORARY MEMBERS|65|F|780685
301928|2101|RETIRED MEMBERS|48|F|780685
301927|2101|EARLY RETIRED MEMBERS|28|F|780685
301926|2101|DISABLED MEMBERS|28|T|780685
301925|2101|REGULAR MEMBERS|230|T|780685
304930|2101|Journeymen|2210|T|783137
304933|2102|Agency Fee Payers|0|F|783137
304932|2101|Retirees|874|F|783137
304931|2101|Apprentices|44|T|783137
303316|2101|Journeyman|388|T|782365
303317|2101|Pensioner|98|T|782365
302731|2101|Journeymen|597|T|782116
302730|2101|Apprentices|65|T|782116
302735|2101|Tank Repair|0|T|782116
302734|2101|Non-member Apprentices|0|F|782116
302733|2101|Helpers|90|T|782116
302732|2101|Production Workers|198|T|782116
302965|2101|General|215|T|782220
301898|2101|JOURNEYMAN|724|T|780661
301902|2102|Agency Fee Payers|0|F|780661
301901|2101|HONORARY|141|T|780661
301900|2101|RETIREE|217|T|780661
301899|2101|APPRENTICE|108|T|780661
301198|2101|"A" Members|244|T|773755
301200|2101|"SR" Members|51|F|773755
301199|2101|"BA" Members|1109|T|773755
304509|2101|BUILDING TRADES JOURNEYMAN|290|T|782941
304513|2101|APPRENTICES, JOURNEYMEN,AND SERVICEMENT NOT ELIGIBLE TO VOTE|52|F|782941
304512|2101|4TH & 5TH YEAR APPRENTICES|15|T|782941
304511|2101|LIFE MEMBERS|73|T|782941
304510|2101|DIVISION TRADES JOURNEYMEN/ SERVICEMEN|40|T|782941
302787|2101|JOURNEYMAN|287|T|782133
302790|2101|RETIRED|66|T|782133
302789|2101|GOLDCARD MEMBERS|13|T|782133
302788|2101|APPRENTICES|6|T|782133
303989|2101|AOO BUILDING TRADES REGULAR MEMBERSHIP|359|T|782668
304000|2102|Agency Fee Payers|0|F|782668
303999|2101|MILITARY|1|F|782668
303998|2101|WCCUES WITHDRAWAL CARD DUES|1|F|782668
303997|2101|SFU CLASSIFIED WORKERS|14|T|782668
303996|2101|QOD FEDERAL SHIPYARD WORKERS|117|T|782668
303995|2101|GOVERNMENT WORKERS|1|T|782668
303994|2101|BTS BUILDING TRADES DISABLED|0|T|782668
303993|2101|RETIREES|149|T|782668
303992|2101|LIMITED MEMBERSHIP|53|F|782668
303991|2101|A-29 PD-BUILDING TRADES APPRENTICE MEMBERSHIP|149|T|782668
303990|2101|A-29 BUILDING TRADES APPRENTICE MEMBERSHIP|3|T|782668
302138|2101|Probationary|5|F|780837
302143|2101|Military|4|F|780837
302142|2101|Honorary|112|T|780837
302141|2101|Lifetime|46|T|780837
302140|2101|Journeymen|193|T|780837
302139|2101|Apprentice|49|F|780837
304967|2101|General|275|T|783182
304968|2102|Agency Fee Payers|0|F|783182
304882|2101|Journeymen|359|T|783108
304883|2101|Apprentices|135|F|783108
303811|2101|JOURNEYMAN|1946|T|782601
303815|2101|MILITARY|3|F|782601
303814|2101|LIFETIME|484|T|782601
303813|2101|HONORARY|184|T|782601
303812|2101|APPRENTICE|690|F|782601
303036|2101|Probationary|67|F|782250
303040|2101|Military|2|F|782250
303039|2101|Lifetime Honorary/Pensioner|89|F|782250
303038|2101|Journeyman|253|T|782250
303037|2101|Apprentice|62|F|782250
302714|2101|Commercial Industrial Wiremen and Apprentices|196|T|782112
302717|2102|Agency Fee Payers|0|F|782112
302716|2101|Members Not Working and Not Seeking Employment|56|T|782112
302715|2101|Unemployed Members|9|T|782112
302361|2101|Active journeymen|236|T|781950
302364|2101|Honorary|10|F|781950
302363|2101|Lifetime|116|F|781950
302362|2101|Apprentices|41|F|781950
304660|2101|"A" Members|309|T|783028
304661|2101|"BA" Members|51|T|783028
304182|2101|JOURNEYMEN|1006|T|782810
304184|2101|RETIREES|296|T|782810
304183|2101|APPRENTICES|374|F|782810
303961|2101|Apprentice|41|F|782652
303965|2101|Military|1|F|782652
303964|2101|Honorary|30|F|782652
303963|2101|Lifetime|181|F|782652
303962|2101|Journeymen|323|T|782652
302270|2101|JOURNEYMAN|392|T|781891
302274|2102|Agency Fee Payers|0|F|781891
302273|2101|HONORARY|35|T|781891
302272|2101|PROBATIONARY|4|F|781891
302271|2101|APPRENTICE|37|F|781891
301543|2101|ACTIVE MEMBERS|1063|T|777785
301544|2101|RETIRED MEMBERS|47|T|777785
303975|2101|JOURNEYMEN|1065|T|782660
303978|2102|Agency Fee Payers|0|F|782660
303977|2101|RETIREES|332|T|782660
303976|2101|APPRENTICES|273|T|782660
302018|2101|Journeymen|1484|T|780745
302024|2102|Agency Fee Payers|0|F|780745
302023|2101|In Service|2|T|780745
302022|2101|Honorary|121|T|780745
302021|2101|Retirees|416|T|780745
302020|2101|Disabled|69|T|780745
302019|2101|Apprentices|310|T|780745
302375|2101|JOURNEYMAN INSIDE WIREMAN|135|T|781953
302378|2101|SIGNMAN|8|T|781953
