OID|INV_TYPE|NAME|AMOUNT|RPT_ID
377520|701|ISHARES TR CORE US AGGBD ET|142433|782305
377521|705|Other Investments Total Cost||782305
377522|706|Other Investments Total Book Value||782305
375343|703|Marketable Securities Total Cost|8552480|777416
375344|704|Marketable Securities Total BookValue|8552480|777416
375345|701|8354 shs IShares Core US|947666|777416
375346|701|7749 shs IShares TIPS|895436|777416
375347|701|8938 shs Vanguard total bond|738365|777416
375348|701|14343 shs Vanguard Short term bond|1153835|777416
375349|705|Other Investments Total Cost||777416
375350|706|Other Investments Total Book Value||777416
378124|703|Marketable Securities Total Cost||782590
378125|704|Marketable Securities Total BookValue||782590
378126|705|Other Investments Total Cost||782590
378127|706|Other Investments Total Book Value||782590
374964|701|VANGUARD FTSE ALL WORLD|746880|773309
374959|703|Marketable Securities Total Cost|4334195|773309
374965|701|VANGUARD FTSE DEVELOPED|662991|773309
374966|701|VANGUARD FTSE EMERGING|60927|773309
374967|701|VANGUARD GLBAL EX US|285700|773309
374968|701|VANGUARD GROWTH ETF IV|522139|773309
374969|701|VANGUARD REAL ESTATE|217976|773309
374970|701|VANGUARD SHORT TERM COR|742915|773309
374971|701|VANGUARD SMALL CAP|483905|773309
374972|701|VANGUARD SMALL CAP VALUE|430625|773309
374973|701|VANGUARD TOTAL STOCK|455910|773309
374974|701|VANGUARD VALUE ETF IV|435136|773309
374975|701|FIDELITY ADVISOR FLOATING RATE HI INC I|199850|773309
374976|701|FIDELITY ADVISOR STRATEGIC INCOME I|269742|773309
374977|701|LOOMIS SAYLES SR FLOATING RATE AND F/I Y|92521|773309
374978|701|LOOMIS SAYLES STRATEGIC INCOME Y|455690|773309
374979|705|Other Investments Total Cost|2123285|773309
374980|706|Other Investments Total Book Value|2123285|773309
374981|702|HOMETOWN SAVINGS|2018914|773309
374982|702|TRUST ACCOUNT RETIRED MEMBERS|104371|773309
374960|704|Marketable Securities Total BookValue|7168655|773309
374961|701|SCHWAB GOVERNMENT MONEY MARKET|210000|773309
374962|701|ISHARES HIGH YIELD|105639|773309
374963|701|ISHARES TR IS 1 5 YR IN|345303|773309
378407|703|Marketable Securities Total Cost|0|782677
378408|704|Marketable Securities Total BookValue|0|782677
378409|705|Other Investments Total Cost|0|782677
378410|706|Other Investments Total Book Value|0|782677
376898|703|Marketable Securities Total Cost|377381|782080
376899|704|Marketable Securities Total BookValue|376660|782080
376900|701|Ishares Tr 0-5 Yr Tips Etf|40398|782080
376901|701|General Mtrs Finl Co Inc 3.450% 1/14/2022|60836|782080
376902|701|Invesco Exch Trd Slf Idx Fd Tr Bulshs 2022 Cb|55076|782080
376903|701|Invesco Exch Trd Slf Idx Fd Tr Bulshs 2023 Cb|49653|782080
376904|701|MFC Vanguard Bond Index Fund|28756|782080
376905|701|Pimco Enhanced Short Maturity Strgy ETF Fund|30183|782080
376906|701|Spdr Ser Tr Blomberg Brc Inv|61760|782080
376907|701|Vaneck Vectors Eft Tr Invt Grade Fltg|49998|782080
376908|705|Other Investments Total Cost||782080
376909|706|Other Investments Total Book Value||782080
376657|703|Marketable Securities Total Cost|0|782010
376658|704|Marketable Securities Total BookValue|0|782010
376659|701|N/A|0|782010
376660|705|Other Investments Total Cost|1656483|782010
376661|706|Other Investments Total Book Value|1656483|782010
376662|702|PACIFIC LIFE INSURANCE FIXED ANNUITY CONTRACT|137266|782010
376663|702|PACIFIC LIFE INSURANCE FIXED ANNUITY CONTRACT|137266|782010
376664|702|ATHENE ANNUITY AND LIFE FIXED ANNUITY CONTRACT|130340|782010
376665|702|ATHENE ANNUITY AND LIFE FIXED ANNUITY CONTRACT|130339|782010
376666|702|PACIFIC LIFE INSURANCE FIXED ANNUITY CONTRACT|118418|782010
376667|702|ATHENE ANNUITY AND LIFE FIXED ANNUITY CONTRACT|115227|782010
376668|702|PACIFIC LIFE INSURANCE FIXED ANNUITY CONTRACT|114119|782010
376669|702|PACIFIC LIFE INSURANCE FIXED ANNUITY CONTRACT|114113|782010
376670|702|PACIFIC LIFE INSURANCE FIXED ANNUITY CONTRACT|113186|782010
376671|702|PACIFIC LIFE INSURANCE FIXED ANNUITY CONTRACT|113186|782010
376672|702|PACIFIC LIFE INSURANCE FIXED ANNUITY CONTRACT|113186|782010
376673|702|SYMETRA LIFE INSURANCE FIXED ANNUITY CONTRACT|108470|782010
376674|702|SYMETRA LIFE INSURANCE FIXED ANNUITY CONTRACT|108470|782010
376675|702|PACIFIC LIFE INSURANCE FIXED ANNUITY CONTRACT|102897|782010
378031|703|Marketable Securities Total Cost|96668|782566
378032|704|Marketable Securities Total BookValue|96668|782566
378033|701|Merrill Lynch Mutual Funds|96668|782566
378034|705|Other Investments Total Cost||782566
378035|706|Other Investments Total Book Value||782566
377216|703|Marketable Securities Total Cost||782211
377217|704|Marketable Securities Total BookValue||782211
377218|705|Other Investments Total Cost||782211
377219|706|Other Investments Total Book Value||782211
377297|703|Marketable Securities Total Cost||782245
377298|704|Marketable Securities Total BookValue||782245
377299|705|Other Investments Total Cost||782245
377300|706|Other Investments Total Book Value||782245
376694|703|Marketable Securities Total Cost||782013
376695|704|Marketable Securities Total BookValue||782013
376696|705|Other Investments Total Cost||782013
376697|706|Other Investments Total Book Value||782013
378951|703|Marketable Securities Total Cost|2520167|782928
378952|704|Marketable Securities Total BookValue|2520167|782928
378953|701|JPMORGAN CORE BOND CL A|174465|782928
378954|701|JPMORGAN CORE PLUS BOND CL A|173991|782928
378955|701|JPMORGAN SHORT DURATION BOND CL A|169225|782928
378956|705|Other Investments Total Cost||782928
378957|706|Other Investments Total Book Value||782928
377504|703|Marketable Securities Total Cost|253889|782304
377505|704|Marketable Securities Total BookValue|258732|782304
377506|701|U.S. TREAS NOTE 2/15/24 2.75%|14867|782304
377507|701|U.S. TREAS NOTE 2/15/25 2%|14703|782304
377508|701|U.S. TREAS NOTE 2/28/23 1.5%|15324|782304
377509|701|U.S. TREAS NOTE 2/15/22 2%|15180|782304
377510|701|U.S. TREAS NOTE 2/28/26 0.5%|14779|782304
377511|705|Other Investments Total Cost|323089|782304
377512|706|Other Investments Total Book Value|323089|782304
377513|702|MASS MUTUAL STABLE VOYAGE- INDIVIDUAL SINGLE PREM|107696|782304
377514|702|MASS MUTUAL STABLE VOYAGE- INDIVIDUAL SINGLE PREM|107696|782304
377515|702|MASS MUTUAL STABLE VOYAGE- INDIVIUDAL SINGLE PREM|107697|782304
377527|703|Marketable Securities Total Cost|997214|782310
377528|704|Marketable Securities Total BookValue|1411536|782310
377529|705|Other Investments Total Cost||782310
377530|706|Other Investments Total Book Value||782310
378739|703|Marketable Securities Total Cost||782859
378740|704|Marketable Securities Total BookValue||782859
378741|705|Other Investments Total Cost||782859
378742|706|Other Investments Total Book Value||782859
377267|703|Marketable Securities Total Cost|11586555|782239
377268|704|Marketable Securities Total BookValue|11896755|782239
377269|705|Other Investments Total Cost||782239
377270|706|Other Investments Total Book Value||782239
379161|703|Marketable Securities Total Cost|0|783008
379162|704|Marketable Securities Total BookValue|0|783008
379163|705|Other Investments Total Cost|0|783008
379164|706|Other Investments Total Book Value|0|783008
378625|703|Marketable Securities Total Cost|0|782824
378627|705|Other Investments Total Cost|0|782824
378628|706|Other Investments Total Book Value|0|782824
378626|704|Marketable Securities Total BookValue|0|782824
376636|703|Marketable Securities Total Cost||781995
376637|704|Marketable Securities Total BookValue||781995
376638|705|Other Investments Total Cost||781995
376639|706|Other Investments Total Book Value||781995
379369|703|Marketable Securities Total Cost||783071
379370|704|Marketable Securities Total BookValue|25086|783071
379371|701|337 shares of MG&E stock |25086|783071
379372|705|Other Investments Total Cost||783071
379373|706|Other Investments Total Book Value||783071
376422|704|Marketable Securities Total BookValue|193194024|780872
376421|703|Marketable Securities Total Cost||780872
376423|701|Foundry Large Value|17127158|780872
376424|701|MacKay Shields Fixed Income|85249125|780872
376425|701|Quest Large Growth|12752075|780872
376426|701|Great Lakes Large Core|15038582|780872
376427|701|Great Lakes Mid Value|19968639|780872
376428|701|Corbin Fixed Income|10000477|780872
376429|701|Madison Core Property Fund|32995968|780872
376430|705|Other Investments Total Cost||780872
376431|706|Other Investments Total Book Value||780872
374498|703|Marketable Securities Total Cost|26125|756478
374499|704|Marketable Securities Total BookValue|39130|756478
374500|701|FEDERATED HERMES INTL EU Cl A |7239|756478
374501|701|FEDERATED HERMES MDT LARGE CAP VALUE A|10868|756478
374502|701|FEDERATED HERMES MDT SMALL CAP GROWTH A |21023|756478
374503|705|Other Investments Total Cost||756478
374504|706|Other Investments Total Book Value||756478
377412|703|Marketable Securities Total Cost|88127591|782280
377413|704|Marketable Securities Total BookValue|120217852|782280
377414|701|Vanguard Inflation Protected Securities|13064287|782280
377415|701|Vanguard Intermediate Team Corporate Bond Fund|14238584|782280
377416|701|Vanguard Short Term Investment Grade Fund|59705657|782280
377417|701|Vanguard Total Stock Market Index|22126603|782280
377418|705|Other Investments Total Cost|192497|782280
377419|706|Other Investments Total Book Value|192497|782280
377420|702|Investment in Labor Temple Association|192497|782280
379794|703|Marketable Securities Total Cost|1403659|785543
379795|704|Marketable Securities Total BookValue|1599671|785543
379796|701|Lord Abbet Short Duration Income Bund|1007391|785543
379797|701|iShares Trust COre S&P Mid-Cap|203631|785543
379798|701|iShares Morningstar Small-Cap Value|149356|785543
379799|701|Invesco FTSA RAFI US 1000 ETF|209144|785543
379800|705|Other Investments Total Cost||785543
379801|706|Other Investments Total Book Value||785543
377873|703|Marketable Securities Total Cost|16561148|782521
377874|704|Marketable Securities Total BookValue|19043561|782521
377875|701|IShares TR Core US AGGBD ET|3458663|782521
377876|701|IShares TR Core 1 5yr USD|1021473|782521
377877|705|Other Investments Total Cost||782521
377878|706|Other Investments Total Book Value||782521
378865|703|Marketable Securities Total Cost|564026|782891
378866|704|Marketable Securities Total BookValue|579670|782891
378867|701|Bank Deposit Program - Wells Fargo|44946|782891
378868|701|Taxable Bonds - Various|534724|782891
378869|705|Other Investments Total Cost||782891
378870|706|Other Investments Total Book Value||782891
378805|703|Marketable Securities Total Cost||782879
378806|704|Marketable Securities Total BookValue||782879
378807|705|Other Investments Total Cost||782879
378808|706|Other Investments Total Book Value||782879
377694|703|Marketable Securities Total Cost|732112|782442
377695|704|Marketable Securities Total BookValue|732112|782442
377696|705|Other Investments Total Cost|250002|782442
377697|706|Other Investments Total Book Value|250002|782442
377698|702|FORETHOUGHT LIFE INS CO ANNUITY SECUREFORE 5|83334|782442
377699|702|FORETHOUGHT LIFE INS CO ANNUITY SECUREFORE 3|83334|782442
377700|702|AIG ANNUITIES FIX & INDEX AMER PATH FIXED 4|83334|782442
376268|703|Marketable Securities Total Cost||780770
376269|704|Marketable Securities Total BookValue||780770
376270|705|Other Investments Total Cost||780770
376271|706|Other Investments Total Book Value||780770
375234|703|Marketable Securities Total Cost||776509
361557|703|Marketable Securities Total Cost||744263
361558|704|Marketable Securities Total BookValue||744263
361559|705|Other Investments Total Cost||744263
361560|706|Other Investments Total Book Value||744263
375235|704|Marketable Securities Total BookValue||776509
375236|705|Other Investments Total Cost||776509
375237|706|Other Investments Total Book Value||776509
378195|703|Marketable Securities Total Cost|18669239|782607
378196|704|Marketable Securities Total BookValue|28150582|782607
378197|705|Other Investments Total Cost||782607
378198|706|Other Investments Total Book Value||782607
379530|703|Marketable Securities Total Cost|909037|783189
379531|704|Marketable Securities Total BookValue|909037|783189
379532|705|Other Investments Total Cost||783189
379533|706|Other Investments Total Book Value||783189
379413|703|Marketable Securities Total Cost||783098
379414|704|Marketable Securities Total BookValue||783098
379415|705|Other Investments Total Cost||783098
379416|706|Other Investments Total Book Value||783098
375866|703|Marketable Securities Total Cost||778591
375867|704|Marketable Securities Total BookValue||778591
375868|705|Other Investments Total Cost||778591
375869|706|Other Investments Total Book Value||778591
375387|703|Marketable Securities Total Cost|0|777511
375388|704|Marketable Securities Total BookValue|0|777511
375389|705|Other Investments Total Cost|0|777511
375390|706|Other Investments Total Book Value|0|777511
378878|704|Marketable Securities Total BookValue||782893
378879|705|Other Investments Total Cost|1890|782893
378880|706|Other Investments Total Book Value|1890|782893
378877|703|Marketable Securities Total Cost||782893
377009|703|Marketable Securities Total Cost|0|782126
377010|704|Marketable Securities Total BookValue|0|782126
377011|701|NONE|0|782126
377012|705|Other Investments Total Cost|0|782126
377013|706|Other Investments Total Book Value|0|782126
377014|702|NONE|0|782126
376939|703|Marketable Securities Total Cost|0|782106
376940|704|Marketable Securities Total BookValue|0|782106
376941|701|NONE|0|782106
376942|705|Other Investments Total Cost|0|782106
376943|706|Other Investments Total Book Value|0|782106
376944|702|NONE|0|782106
375676|701|Highland C Floating Fund|19642|777825
375674|703|Marketable Securities Total Cost|67578|777825
375677|701|Pimco GNMA|17626|777825
375678|701|Pimco Total Return Fund|24879|777825
375679|701|Money Market |102|777825
375680|705|Other Investments Total Cost||777825
375681|706|Other Investments Total Book Value||777825
375675|704|Marketable Securities Total BookValue|67578|777825
378060|703|Marketable Securities Total Cost|0|782576
378061|704|Marketable Securities Total BookValue||782576
378062|705|Other Investments Total Cost|0|782576
378063|706|Other Investments Total Book Value||782576
376914|703|Marketable Securities Total Cost|1687099|782083
376915|704|Marketable Securities Total BookValue|1760651|782083
376916|701|MUTUAL FUNDS|1620892|782083
376917|701|CORPORATE STOCKS|139759|782083
376918|705|Other Investments Total Cost||782083
376919|706|Other Investments Total Book Value||782083
379012|706|Other Investments Total Book Value||782956
379008|704|Marketable Securities Total BookValue|40585|782956
379009|701|Community Health Sys Inc New|6871|782956
379010|701|Ishares Silver Trust|33714|782956
379011|705|Other Investments Total Cost||782956
379007|703|Marketable Securities Total Cost|53977|782956
375460|703|Marketable Securities Total Cost|0|777611
375461|704|Marketable Securities Total BookValue|0|777611
375462|705|Other Investments Total Cost|0|777611
375463|706|Other Investments Total Book Value|0|777611
376867|703|Marketable Securities Total Cost||782056
376868|704|Marketable Securities Total BookValue||782056
376869|705|Other Investments Total Cost||782056
376870|706|Other Investments Total Book Value||782056
376276|703|Marketable Securities Total Cost||780776
376277|704|Marketable Securities Total BookValue||780776
376278|705|Other Investments Total Cost||780776
376279|706|Other Investments Total Book Value||780776
378924|703|Marketable Securities Total Cost||782911
378925|704|Marketable Securities Total BookValue||782911
378926|705|Other Investments Total Cost||782911
378927|706|Other Investments Total Book Value||782911
377190|703|Marketable Securities Total Cost||782176
377191|704|Marketable Securities Total BookValue||782176
377192|705|Other Investments Total Cost|106400|782176
377193|706|Other Investments Total Book Value|106400|782176
377653|703|Marketable Securities Total Cost||782378
377654|704|Marketable Securities Total BookValue||782378
377655|705|Other Investments Total Cost||782378
377656|706|Other Investments Total Book Value||782378
375489|701|FIDELITY SHORT-TERM TREASURY BOND|831676|777643
375486|703|Marketable Securities Total Cost|2802949|777643
375490|701|VANGUARD ULTRA-SHORT TERM BOND|1699937|777643
375491|705|Other Investments Total Cost||777643
375492|706|Other Investments Total Book Value||777643
375487|704|Marketable Securities Total BookValue|2782877|777643
375488|701|FIDELITY INTERMEDIATE TREASURY BOND |251264|777643
379346|703|Marketable Securities Total Cost||783064
379347|704|Marketable Securities Total BookValue||783064
379348|705|Other Investments Total Cost||783064
379349|706|Other Investments Total Book Value||783064
377657|703|Marketable Securities Total Cost|317324|782383
377658|704|Marketable Securities Total BookValue|317324|782383
377659|701|SPDR S&P 500 ETF TRUST|238429|782383
377660|701|VANGUARD INDEX FDS S&P 500 ETF|43287|782383
377661|705|Other Investments Total Cost||782383
377662|706|Other Investments Total Book Value||782383
378793|703|Marketable Securities Total Cost||782870
378794|704|Marketable Securities Total BookValue||782870
378795|705|Other Investments Total Cost||782870
378796|706|Other Investments Total Book Value||782870
374505|703|Marketable Securities Total Cost|869602|756527
374506|704|Marketable Securities Total BookValue|967746|756527
374507|701|BEAL BANK, .15% DUE 5/19/21|100000|756527
374508|701|GOLDMAN SACHS BANK, .50% DUE 5/13/22|100371|756527
374509|701|WESTERN ASSET CORE PLUS BOND CL I|95856|756527
374510|701|CLEARBRIDGE LARGE CAP GROWTH CL I|57221|756527
374511|701|DELAWARE DIVERSIFIED INCOME INSTL CL|58574|756527
374512|701|BLACKROCK STRATEGIC INCOME OPPTYS INSTL CL|54124|756527
374513|705|Other Investments Total Cost||756527
374514|706|Other Investments Total Book Value||756527
379738|703|Marketable Securities Total Cost|4285480|785483
379739|704|Marketable Securities Total BookValue|4702931|785483
379740|701|Income Fund of America Cl A|303862|785483
379741|701|American Balanced Fund Class A|448787|785483
379742|701|Capital Income Builder Class A|255752|785483
379743|701|Income Fund of America Inc Class A|411637|785483
379744|705|Other Investments Total Cost||785483
379745|706|Other Investments Total Book Value||785483
377755|703|Marketable Securities Total Cost|531954|782480
377756|704|Marketable Securities Total BookValue|531954|782480
377757|701|MORGAN STANLEY LIQUID ASSET FUND|463901|782480
377758|701|WELLS FARGO SWEEP DEPOSIT|58053|782480
377759|705|Other Investments Total Cost|0|782480
377760|706|Other Investments Total Book Value|0|782480
378912|703|Marketable Securities Total Cost||782906
378913|704|Marketable Securities Total BookValue||782906
378914|705|Other Investments Total Cost|2125|782906
378915|706|Other Investments Total Book Value|2125|782906
374256|703|Marketable Securities Total Cost|181829279|755825
374257|704|Marketable Securities Total BookValue|181812494|755825
374258|701|iShares Core S&P Total U.S.|66884936|755825
374259|701|iShares Core Total Bond ETF|42418425|755825
374260|701|Invesco Senior Floating Rate Fund|14902937|755825
374261|705|Other Investments Total Cost|202197042|755825
374262|706|Other Investments Total Book Value|202197042|755825
374263|702|AFL-CIO Housing Investment Trust|22751852|755825
374264|702|Davidson Kempner Institutional Partners|18000000|755825
374265|702|Marshall Wace Eureka Fund|15800000|755825
374266|702|Whitebox Multi-Strategy Fund|13000000|755825
375391|703|Marketable Securities Total Cost|23359560|777550
375392|704|Marketable Securities Total BookValue|27956208|777550
375393|701|VANGUARD SMALL CAP INDEX ADMIRAL|3599253|777550
375394|701|VANGUARD 500 INDEX ADMIRAL|5028722|777550
375395|701|VANGUARD FTSE ALL WORLD EX US|1476378|777550
375396|701|BAIRD CORE PLUS BOND INSTITUTIONAL|8914972|777550
375397|701|NORTHERN CORE BOND FUND|8689424|777550
375398|705|Other Investments Total Cost|2000000|777550
375399|706|Other Investments Total Book Value|1992629|777550
375400|702|ULLICO SEPARATE ACCOUNT C|1992629|777550
379772|703|Marketable Securities Total Cost||785521
379773|704|Marketable Securities Total BookValue||785521
379774|705|Other Investments Total Cost||785521
379775|706|Other Investments Total Book Value||785521
377098|703|Marketable Securities Total Cost||782150
377099|704|Marketable Securities Total BookValue||782150
377100|705|Other Investments Total Cost||782150
377101|706|Other Investments Total Book Value||782150
377135|701|PUTNAM ULTRA SHORT DURATION INCOME FUND|1365018|782161
377128|704|Marketable Securities Total BookValue|6664378|782161
377136|701|FIDELITY 500 INDEX FUND|1111515|782161
377137|705|Other Investments Total Cost|0|782161
377138|706|Other Investments Total Book Value|0|782161
377139|702|NONE|0|782161
377127|703|Marketable Securities Total Cost|6664378|782161
377129|701|DFA TARGETED CREDIT PORTFOLIO FUND|341809|782161
377130|701|DFA INVESTMENT GRADE PORTFOLIO FUND|393694|782161
377131|701|DFA SHORT TERM EXTENDED QUALITY|457114|782161
377132|701|DFA US CORE EQUITY PORTFOLIO|433453|782161
377133|701|DFA FIVE YEAR GLOBAL FIXED INCOME|463681|782161
377134|701|VANGUARD TOTAL INTERNATIONAL BOND FUND|364085|782161
379029|703|Marketable Securities Total Cost||782963
379030|704|Marketable Securities Total BookValue||782963
379031|705|Other Investments Total Cost||782963
379032|706|Other Investments Total Book Value||782963
375670|703|Marketable Securities Total Cost|0|777814
375671|704|Marketable Securities Total BookValue|0|777814
375672|705|Other Investments Total Cost|0|777814
375673|706|Other Investments Total Book Value|0|777814
375520|703|Marketable Securities Total Cost|1050|777667
375521|704|Marketable Securities Total BookValue|1050|777667
375522|705|Other Investments Total Cost||777667
375523|706|Other Investments Total Book Value||777667
375157|703|Marketable Securities Total Cost|0|773799
375158|704|Marketable Securities Total BookValue|0|773799
375159|705|Other Investments Total Cost|0|773799
375160|706|Other Investments Total Book Value|0|773799
376980|706|Other Investments Total Book Value||782117
376975|703|Marketable Securities Total Cost|17114447|782117
376976|704|Marketable Securities Total BookValue|17114447|782117
376977|701|VANGUARD TOTAL STOCK MARKET INDEX|1852396|782117
376978|701|PROSHARES S&P 500 DIVIDEND A|1485879|782117
376979|705|Other Investments Total Cost||782117
374535|703|Marketable Securities Total Cost|123486|757337
374536|704|Marketable Securities Total BookValue|123486|757337
374537|701|MONTRUSCO BOLTON LARGE CAP GROWTH - 2,450.941 SHRS|45348|757337
374538|701|DODGE & COX STOCK FUND - 155.482 SHARES|21297|757337
374539|701|NEUBERGER & BERMAN GENESIS FUND - 276.419 SHARES|13809|757337
374540|701|PIMCO LOW DURATION FUND CLASS A - 1,961.631 SHARES|19966|757337
374541|701|VANGUARD 500 INDEX FUND - 93.637 SHARES|13617|757337
374542|705|Other Investments Total Cost||757337
374543|706|Other Investments Total Book Value||757337
379815|703|Marketable Securities Total Cost|3302156|785552
379816|704|Marketable Securities Total BookValue|3334850|785552
379817|701|CD COMENITY BANK 2.15% DUE 07/12/21|199996|785552
379818|701|CD ALLY BANK 3.05% DUE 10/04/21|252000|785552
379819|701|CD DISCOVER BANK 3.05% DUE 10/04/21|252000|785552
379820|701|CD BARCLAYS BANK 3.15% DUE 11/08/21|202256|785552
379821|701|CD WASHINGTON TRUST .20% DUE 01/31/22|250218|785552
379822|701|CD CIT BANK 1.05% DUE 03/28/22 |201492|785552
379823|701|CD BMW BANK 1.70% DUE 05/16/22|253598|785552
379824|701|CD STATE BANK OF INDIA .15% DUE 10/20/22|250053|785552
379825|705|Other Investments Total Cost||785552
379826|706|Other Investments Total Book Value||785552
376500|703|Marketable Securities Total Cost|0|781896
376501|704|Marketable Securities Total BookValue||781896
376502|705|Other Investments Total Cost|0|781896
376503|706|Other Investments Total Book Value||781896
374281|703|Marketable Securities Total Cost|3348756|755948
374282|704|Marketable Securities Total BookValue|3348756|755948
374283|701| ||755948
374284|701|PRINCIPAL FUNDS CAPITAL SEC FUND - 18,522.658 SHS|187439|755948
374285|705|Other Investments Total Cost||755948
374286|706|Other Investments Total Book Value||755948
379480|703|Marketable Securities Total Cost||783161
379481|704|Marketable Securities Total BookValue||783161
379482|705|Other Investments Total Cost||783161
379483|706|Other Investments Total Book Value||783161
372921|703|Marketable Securities Total Cost|0|752457
372922|704|Marketable Securities Total BookValue|0|752457
372923|705|Other Investments Total Cost|0|752457
372924|706|Other Investments Total Book Value|0|752457
374430|703|Marketable Securities Total Cost|2315017|756346
374432|701|GUGGENHEIM TOTAL RETURN BD I - 20,940.491 SHARES|565575|756346
374433|701|BLACKROCK SHORT MATURITY BOND - 3,432 SHARES|171956|756346
374434|701|SPDR PORTF SHORT TERM CRP ETF - 5,903 SHARES|177878|756346
374435|701|VANGUARD INDEX FUNDS S&P 500 ETF - 538 SHARES|134250|756346
374436|701|VANGUARD LONG TERM GOVERNMENT - 1,895 SHARES|139087|756346
374437|705|Other Investments Total Cost||756346
374438|706|Other Investments Total Book Value||756346
374431|704|Marketable Securities Total BookValue|2315017|756346
375315|703|Marketable Securities Total Cost||777400
375316|704|Marketable Securities Total BookValue||777400
375317|705|Other Investments Total Cost||777400
375318|706|Other Investments Total Book Value||777400
376014|701|ISHARES TR INDEX S&P 500 VALUE|45030|780587
376010|703|Marketable Securities Total Cost|293616|780587
376015|701|ISHARES TR INDEX DJ US REAL EST|23548|780587
376016|701|ISHARES TIPS BD|35075|780587
376017|701|BLACKROCK STRATEGIC INCOME OPP|26115|780587
376018|701|CARILLON EAGLE SMALL CAP GRW FUND|34823|780587
376019|701|AMERICAN FUNDS EUROPACIFIC GRW FUND F2|29329|780587
376020|701|FRANKLIN CONVERTIBLE SERCURITIES FUND|29856|780587
376021|701|FRANKLIN DYNATECH FUND|39473|780587
376022|705|Other Investments Total Cost||780587
376023|706|Other Investments Total Book Value||780587
376011|704|Marketable Securities Total BookValue|451894|780587
376012|701|ISHARES SELECT DIVIDEND|31021|780587
376013|701|ISHARES TR INDEX S&P 500 GRW|48365|780587
378943|703|Marketable Securities Total Cost||782925
378944|704|Marketable Securities Total BookValue||782925
378945|705|Other Investments Total Cost||782925
378946|706|Other Investments Total Book Value||782925
378122|705|Other Investments Total Cost||782589
378120|703|Marketable Securities Total Cost||782589
378123|706|Other Investments Total Book Value||782589
378121|704|Marketable Securities Total BookValue||782589
379103|701|Wells Fargo Short Duration Govt Fund Cl A|1169248|782993
379101|703|Marketable Securities Total Cost|3000000|782993
379104|701|Touchstone Ultra Short Dur Fl S|2147872|782993
379105|705|Other Investments Total Cost||782993
379106|706|Other Investments Total Book Value||782993
379102|704|Marketable Securities Total BookValue|3317120|782993
375104|703|Marketable Securities Total Cost|3475273|773721
375105|704|Marketable Securities Total BookValue|3475273|773721
375106|701|AAM BAHL & GAYNOR INC GW I|190932|773721
375107|701|LORD ABBETT TOTAL RETURN F|525453|773721
375108|701|OAKMARK FUND ADVISOR|244978|773721
375109|701|TD ASSET MGMT GOV'T PRT INSTL|813574|773721
375110|705|Other Investments Total Cost||773721
375111|706|Other Investments Total Book Value||773721
377043|703|Marketable Securities Total Cost||782134
377044|704|Marketable Securities Total BookValue||782134
377045|705|Other Investments Total Cost||782134
377046|706|Other Investments Total Book Value||782134
378216|703|Marketable Securities Total Cost||782614
378217|704|Marketable Securities Total BookValue||782614
378218|705|Other Investments Total Cost||782614
378219|706|Other Investments Total Book Value||782614
376723|703|Marketable Securities Total Cost|1822115|782018
376724|704|Marketable Securities Total BookValue|1951930|782018
376725|705|Other Investments Total Cost||782018
376726|706|Other Investments Total Book Value||782018
379756|703|Marketable Securities Total Cost||785501
379757|704|Marketable Securities Total BookValue||785501
379758|705|Other Investments Total Cost||785501
379759|706|Other Investments Total Book Value||785501
379460|703|Marketable Securities Total Cost|1121627|783132
379461|704|Marketable Securities Total BookValue|1121627|783132
379462|701|Lord Abbett Short Duration Class A|1121627|783132
379463|705|Other Investments Total Cost||783132
379464|706|Other Investments Total Book Value||783132
378908|703|Marketable Securities Total Cost|0|782901
378909|704|Marketable Securities Total BookValue|0|782901
378910|705|Other Investments Total Cost|0|782901
378911|706|Other Investments Total Book Value|0|782901
376612|703|Marketable Securities Total Cost||781975
376613|704|Marketable Securities Total BookValue||781975
376614|705|Other Investments Total Cost||781975
376615|706|Other Investments Total Book Value||781975
376964|703|Marketable Securities Total Cost|337379|782115
376965|704|Marketable Securities Total BookValue|442485|782115
376966|705|Other Investments Total Cost||782115
376967|706|Other Investments Total Book Value||782115
376235|703|Marketable Securities Total Cost|835832|780753
376236|704|Marketable Securities Total BookValue|1233962|780753
376237|705|Other Investments Total Cost||780753
376238|706|Other Investments Total Book Value||780753
377194|703|Marketable Securities Total Cost||782181
377195|704|Marketable Securities Total BookValue||782181
377196|705|Other Investments Total Cost||782181
377197|706|Other Investments Total Book Value||782181
376314|703|Marketable Securities Total Cost||780833
376315|704|Marketable Securities Total BookValue||780833
376316|705|Other Investments Total Cost||780833
376317|706|Other Investments Total Book Value||780833
376737|703|Marketable Securities Total Cost||782022
376738|704|Marketable Securities Total BookValue||782022
376739|705|Other Investments Total Cost||782022
376740|706|Other Investments Total Book Value||782022
376587|703|Marketable Securities Total Cost|214553|781963
376588|704|Marketable Securities Total BookValue|214553|781963
376589|701|Northern Core Bond - A|11588|781963
376590|701|Northern Short Bond - A|11559|781963
376591|701|Vanguard Short-Term Federal|42721|781963
376592|701|Vanguard Total Bond Market Index|26650|781963
376593|701|Northern Institutional U.S. Government|15777|781963
376594|705|Other Investments Total Cost||781963
376595|706|Other Investments Total Book Value||781963
375818|703|Marketable Securities Total Cost|300005|778087
375819|704|Marketable Securities Total BookValue|312953|778087
