OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
767591|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2020-10-27|90000|2831546|782981
767592|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2020-07-30|90000|2831546|782981
767593|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2020-07-13|60000|2831546|782981
767594|1201|INSURANCE CLAIM|2021-05-20|12990|2831547|782981
767595|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2021-06-29|6360|2831554|782981
767596|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2021-06-29|6800|2831554|782981
767597|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2021-06-29|6360|2831554|782981
767598|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2021-06-29|6487|2831554|782981
767599|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2021-06-22|16667|2831554|782981
767600|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2021-05-14|16667|2831554|782981
767601|1201|REIMBURSEMENT FOR SHARED EXPENSES|2021-04-30|5910|2831554|782981
767602|1201|REIMBURSEMENT OF SHARED EXPENSES|2021-04-16|6400|2831554|782981
767603|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2021-04-16|16667|2831554|782981
767604|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2021-03-09|16667|2831554|782981
767605|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2021-02-10|45000|2831554|782981
767606|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2021-02-10|16667|2831554|782981
767607|1201|REIMBURSEMENT FOR ORGANIZING ACTIVITIES|2021-02-10|16667|2831554|782981
767608|1201|REIMBURSEMENT |2020-09-22|13261|2831554|782981
767609|1201|REIMBURSEMENT|2020-10-02|50399|2831579|782981
767610|1201|REIMBURSEMENT|2020-10-06|500000|2831579|782981
767611|1201|REIMBURSEMENT|2020-12-08|75000|2831579|782981
767612|1201|Reimbursement for Contribution|2020-12-16|10000|2831586|782989
767613|1201|Reimbursement |2020-08-04|8637|2831594|782989
767614|1201|Reimbursement |2020-09-21|6902|2831594|782989
767615|1201|Reimbursement |2020-09-17|6970|2831594|782989
767616|1201|Reimbursement |2020-11-05|10464|2831594|782989
767617|1201|Reimbursement |2020-11-16|6249|2831594|782989
767618|1201|Reimbursement |2020-12-11|7249|2831594|782989
767619|1201|Reimbursement |2021-02-22|9519|2831594|782989
767620|1201|Reimbursement |2021-04-30|8138|2831594|782989
767621|1201|Reimbursement |2021-02-22|8164|2831594|782989
767622|1201|Reimbursement |2021-05-13|8228|2831594|782989
767623|1201|Reimbursement |2021-06-03|7446|2831594|782989
767624|1201|Reimbursement |2021-02-04|78548|2831594|782989
767625|1201|Reimbursement |2021-01-13|55427|2831594|782989
767626|1201|Reimbursement |2021-03-01|105112|2831594|782989
767627|1201|Reimbursement |2021-04-08|39490|2831594|782989
767628|1201|Reimbursement |2021-05-20|21491|2831594|782989
767629|1201|Reimbursement |2021-05-25|66567|2831594|782989
767630|1201|Reimbursement |2020-07-06|7004|2831594|782989
767631|1201|Return Deposit for ACH Processing|2021-01-18|60000|2831596|782989
767632|1201|2020 Holiday Luncheon Sponsorship|2020-11-19|6000|2831655|782991
767633|1201|2021 Awards Ceremony Sponsorship|2021-06-10|5000|2831655|782991
767634|1201|2020 Holiday Luncheon Sponsorship|2021-01-26|5000|2831656|782991
767635|1201|2021 Awards Ceremony Sponsorship|2021-06-10|5000|2831660|782991
767636|1201|2020 Holiday Luncheon Sponsorship|2020-11-19|6000|2831661|782991
767637|1201|Grant|2021-03-24|62500|2831671|782993
767638|1201|Grant|2021-06-08|62500|2831671|782993
767639|1201|Grant|2020-11-05|62500|2831671|782993
767640|1201|Grant|2021-01-14|62500|2831671|782993
767641|1201|Settlement Agreement|2021-02-26|15000|2831674|782993
767642|1201|Member Mailing|2021-03-26|5791|2831675|782993
767643|1201|Member Mailing|2021-03-26|5849|2831675|782993
767644|1201|Member Mailing|2021-06-17|5707|2831675|782993
767645|1201|Settlement Agreement|2021-01-22|8000|2831676|782993
767646|1201|Dept of Transportation Settlement Agreement|2021-05-12|10000|2831677|782993
767647|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2020-12-31|66186|2831792|782995
767648|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2021-01-31|53197|2831792|782995
767649|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2021-02-28|53139|2831792|782995
767650|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2021-03-31|53314|2831792|782995
767651|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2021-04-30|66894|2831792|782995
767652|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2021-05-31|55164|2831792|782995
767653|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2020-07-01|52349|2831792|782995
767654|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2020-07-31|65714|2831792|782995
767655|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2020-08-31|60591|2831792|782995
767656|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2020-09-30|55947|2831792|782995
767657|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2020-10-31|66540|2831792|782995
767658|1201|REIMBURSEMENT OF WAGES, BENEFITS, & TAXES|2020-11-30|53758|2831792|782995
767659|1201|Reimbursement|2020-08-24|21344|2831810|782997
767660|1201|Reimbursement|2020-12-07|16988|2831810|782997
767661|1201|ORGANIZING REIMBURSEMENTS|2020-08-06|9000|2831813|782999
767662|1201|ORGANIZING REIMBURSEMENTS|2020-10-21|18000|2831813|782999
767663|1201|ORGANIZING REIMBURSEMENTS|2021-03-16|18000|2831813|782999
767664|1201|PAYCHECK PROTECTION PROGRAM LOAN |2021-05-04|95422|2831830|783001
768651|1201|Administrative Reimbursement - NIEATJUF|2021-02-28|193619|2834499|783062
767666|1201|Information Technology Services: 06/20|2020-07-15|8047|2831963|783008
767667|1201|Information Technology Services: 07/20|2020-08-07|7315|2831963|783008
767668|1201|Information Technology Services: 08/20|2020-09-03|9522|2831963|783008
767669|1201|Information Technology Services: 09/20|2020-10-06|5947|2831963|783008
767670|1201|Information Technology Services: 10/20|2020-11-03|5019|2831963|783008
767671|1201|Information Technology Services: 11/20|2020-12-03|6703|2831963|783008
767672|1201|Information Technology Services: 03/21|2021-04-07|5982|2831963|783008
767673|1201|Information Technology Services: 04/21|2021-05-06|6696|2831963|783008
767674|1201|Information Technology Services: 05/21|2021-06-04|7493|2831963|783008
767675|1201|Information Technology Services: 12/20|2021-01-21|5483|2831963|783008
767676|1201|Information Technology Services: 02/21|2021-03-04|5079|2831963|783008
767677|1201|Expense reimbursement|2020-08-20|11737|2831964|783008
767678|1201|Plumbers 911 Advertising Refund|2020-11-05|157316|2831967|783008
767679|1201|Savings refunds due to members|2020-08-25|9044|2831970|783008
767680|1201|Savings refunds due to members|2021-03-25|5167|2831970|783008
767681|1201|Plumbers 911 Advertising Refund|2020-10-08|28256|2831971|783008
767682|1201|Organizing Expenses Grant Money: 05/20|2020-07-16|12500|2831976|783008
767683|1201|Organizing Expenses Grant Money: 06/20|2020-08-06|12500|2831976|783008
767684|1201|Organizing Expenses Grant Money: 07/20|2020-10-08|13333|2831976|783008
767685|1201|Organizing Expenses Grant Money: 08/20|2020-10-08|13333|2831976|783008
767686|1201|Organizing Expenses Grant Money: 09/20|2020-11-05|13334|2831976|783008
767687|1201|Organizing Expenses Grant Money: 10/20|2021-01-21|13333|2831976|783008
767688|1201|Organizing Expenses Grant Money: 11/20|2021-01-21|13333|2831976|783008
767689|1201|Organizing Expenses Grant Money: 12/20|2021-02-25|13334|2831976|783008
767690|1201|Organizing Expenses Grant Money: 01/21|2021-03-31|13333|2831976|783008
767691|1201|Organizing Expenses Grant Money: 02/21|2021-03-31|13333|2831976|783008
767692|1201|Organizing Expenses Grant Money: 03/21|2021-04-29|13334|2831976|783008
767693|1201|Organizing Expenses Additional Grant Money: 05/21|2021-05-18|20000|2831976|783008
767694|1201|Organizing Expenses Grant Money: 04/21|2021-06-08|13333|2831976|783008
767695|1201|Organizing Expenses Additional Grant Money: 06/21|2021-06-16|20000|2831976|783008
767696|1201|2020-2021 Insurance reimbursement|2020-12-31|11808|2831977|783008
767697|1201|Payroll Tax Refund|2021-04-23|28634|2832020|783011
767698|1201|Payroll Tax Refund|2020-12-24|7377|2832020|783011
767699|1201|Organizer Reimbursement|2020-10-19|18000|2832025|783011
767700|1201|Organizer Reimbursement|2020-12-24|18000|2832025|783011
767701|1201|Organizer Reimbursement|2021-03-12|15000|2832025|783011
767702|1201|WORKERS' COMPENSATION INSURANCE REFUND|2020-10-09|5965|2832042|783016
767703|1201|REFUND|2021-04-02|10000|2832043|783016
767704|1201|GRIEVANCE SETTLEMENT|2020-09-10|9374|2832100|783016
767705|1201|LEAD APPLICATION FEES REIMBURSEMENT|2020-12-08|29280|2832101|783016
767706|1201|LEAD APPLICATION FEES REIMBURSEMENT|2021-03-05|18225|2832101|783016
767707|1201|GRIEVANCE SETTLEMENT|2020-09-03|9049|2832102|783016
767708|1201|GRIEVANCE SETTLEMENT|2020-09-01|5342|2832103|783016
767709|1201|INSURANCE REIMBURSEMENT|2020-07-02|8528|2832104|783016
767710|1201|LEGAL FEES REIMBURSEMENT|2021-05-21|300697|2832114|783016
767711|1201|LEGAL FEES REIMBURSEMENT|2021-05-24|26232|2832114|783016
767743|1201|Rent July 2020 + Deposit|2020-08-04|30000|2832284|783020
767744|1201|Arrowhead CU Building Rent|2020-08-06|15000|2832342|783020
767745|1201|Arrowhead CU Building Rent|2020-12-07|15000|2832342|783020
767746|1201|Arrowhead CU Building & ATM Rent|2020-11-05|16000|2832342|783020
767747|1201|Arrowhead CU Building Rent|2020-09-08|15000|2832342|783020
767748|1201|Arrowhead CU Building Rent|2020-10-05|15000|2832342|783020
767749|1201|Salary Reimbursement|2021-04-01|11023|2832343|783020
767750|1201|Salary Reimbursement|2021-04-01|11023|2832343|783020
767751|1201|Salary Reimbursement|2020-11-16|35070|2832343|783020
767752|1201|Salary Reimbursement|2021-05-27|6884|2832343|783020
767753|1201|Salary Reimbursement|2021-04-01|14666|2832343|783020
767754|1201|Salary Reimbursement|2021-03-04|14545|2832343|783020
767755|1201|Salary Reimbursement|2020-07-28|20390|2832343|783020
767756|1201|Salary Reimbursement|2020-07-08|17139|2832343|783020
767757|1201|Salary Reimbursement|2021-04-01|11906|2832343|783020
767758|1201|Salary Reimbursement|2021-06-16|7204|2832343|783020
767759|1201|Salary Reimbursement|2021-06-16|5124|2832343|783020
767760|1201|Salary Reimbursement|2021-05-06|18344|2832343|783020
767761|1201|Teamsters Advantage Program Salary Reimbursement |2021-01-08|9796|2832345|783020
767762|1201|Teamsters Advantage Program Salary Reimbursement |2021-05-06|9693|2832345|783020
767763|1201|Teamsters Advantage Program Salary Reimbursement |2020-12-08|9056|2832345|783020
767764|1201|Teamsters Advantage Program Salary Reimbursement |2020-09-23|5891|2832345|783020
767765|1201|Teamsters Advantage Program Salary Reimbursement |2021-02-17|5766|2832345|783020
767766|1201|PROCEEDS OF AUTO INSURANCE COVERAGE|2020-12-14|5973|2832370|783023
767767|1201|Reimbursement of Payroll Audit Fees|2021-02-18|9500|2832392|783029
767768|1201|Reimbursement|2021-02-12|6000|2832393|783031
767769|1201|Reimbursement of Benefits|2021-01-27|8337|2832404|783032
767770|1201|Refund of F2F Conference Expense|2021-04-28|10000|2832405|783032
767771|1201|Public Health Trust Fund|2020-07-14|175000|2832406|783032
767772|1201|Housestaff Appr|2020-12-31|150000|2832407|783032
767773|1201|Well Being Comm|2020-12-31|50000|2832407|783032
767774|1201|Deposit Error belongs to HSBP|2021-05-12|431216|2832407|783032
767775|1201|Organizing Support|2020-09-11|6868|2832408|783032
767776|1201|Per Capita Rebate|2020-09-11|85788|2832408|783032
767777|1201|Member Political Engagement Grant|2020-09-18|40000|2832408|783032
767778|1201|New Member Experience Grant|2020-09-18|25000|2832408|783032
767779|1201|Organizing Support|2020-10-02|6868|2832408|783032
767780|1201|Organizing Support|2020-07-03|6868|2832408|783032
767781|1201|Per Capita Rebate|2020-07-10|36036|2832408|783032
767782|1201|Organizing Support|2020-08-07|6868|2832408|783032
767783|1201|Per Capita Rebate|2020-09-04|78267|2832408|783032
767784|1201|Organizing Support|2020-11-06|6868|2832408|783032
767785|1201|Organizing Support|2020-12-04|6868|2832408|783032
767786|1201|Per Capita Rebate|2020-12-18|50840|2832408|783032
767787|1201|Per Capita Rebate|2021-02-05|5053|2832408|783032
767788|1201|Per Capita Rebate|2021-02-05|57407|2832408|783032
767789|1201|Per Capita Rebate|2021-02-26|44380|2832408|783032
767790|1201|Per Capita Rebate|2021-03-12|30828|2832408|783032
767791|1201|Per Capita Rebate|2021-03-12|117658|2832408|783032
767792|1201|Per Capita Rebate|2021-05-21|38747|2832408|783032
767793|1201|Per Capita Rebate|2021-05-21|71371|2832408|783032
767794|1201|New Generation Contract Campign Grant|2021-06-18|50000|2832408|783032
767795|1201|Refund for Face Masks|2020-09-16|42470|2832409|783032
767796|1201|Return of Unused Grant Funds|2021-02-17|34890|2832410|783032
767797|1201|Return of Unused Grant Funds|2021-02-17|49999|2832410|783032
767798|1201|Quality Improvement Program Refund|2021-03-04|7200|2832411|783032
767799|1201|Quality Improvement Program Refund|2021-06-30|7663|2832411|783032
767800|1201|Quality Improvement Program Refund|2021-06-30|10000|2832411|783032
767801|1201|Quality Improvement Program Refund|2021-06-30|11800|2832411|783032
767802|1201|Quality Improvement Program Funds - 2020|2021-03-16|300000|2832476|783032
767803|1201|Quality Improvement Program Funds - 2021|2021-03-16|300000|2832476|783032
767804|1201|REIMBURSEMENT - ADMINISTRATIVE EXPENSES|2021-03-15|7444|2832487|783036
767805|1201|REIMBURSEMENT - ADMINISTRATIVE EXPENSES|2021-06-15|5313|2832487|783036
768018|1201|DUES|2020-07-31|55235|2833029|783042
768019|1201|DUES|2020-07-31|12715|2833029|783042
768020|1201|DUES|2021-02-28|6357|2833029|783042
768021|1201|DUES|2021-02-28|31786|2833029|783042
768022|1201|DUES|2021-06-30|6481|2833029|783042
768447|1201|ALLOCATION OF FUNDS RE SIFCO|2020-10-01|10000|2834103|783053
768448|1201|TRAINING FUNDS REIMBURSEMENTS|2021-01-28|12492|2834111|783053
768449|1201| Reimbursements from parent organization |2020-12-14|14314|2834112|783057
768450|1201| Reimbursements from parent organization |2021-05-06|16832|2834112|783057
768451|1201| Reimbursements from parent organization |2021-06-23|14340|2834112|783057
768452|1201| Reimbursements from parent organization |2021-02-25|7099|2834112|783057
768453|1201| Reimbursements from parent organization |2021-04-07|17675|2834112|783057
768454|1201| Reimbursements from parent organization |2021-05-21|27441|2834112|783057
768455|1201| Reimbursements from parent organization |2021-06-07|5834|2834112|783057
768562|1201|Customer Rebate|2020-10-09|12315|2834385|783061
768563|1201|2020 Stipend Overage|2021-05-10|8038|2834387|783061
768564|1201|WC Insurance Refund 2019-2020|2020-08-21|8020|2834388|783061
768565|1201|Water Damage Settlement|2020-07-23|6131|2834389|783061
768566|1201|Postage Machine Refund|2020-12-18|5100|2834390|783061
768567|1201|NJ SDI Payments Fowarded To HPAE|2020-08-21|7187|2834391|783061
768568|1201|Solidarity Assistance From Aft|2021-02-05|26421|2834400|783061
768569|1201|Solidarity Assistance From Aft|2021-05-03|25827|2834400|783061
768570|1201|Per Capita Rebate Assistance From Aft|2020-07-22|7146|2834400|783061
768571|1201|Per Capita Rebate Assistance From Aft|2021-02-05|5333|2834400|783061
768572|1201|Per Capita Rebate Assistance From Aft|2021-04-30|5213|2834400|783061
768573|1201|Organization Assistance From Aft|2020-09-14|5040|2834400|783061
768574|1201|Organization Assistance From Aft|2020-12-15|5040|2834400|783061
768575|1201|Organization Assistance From Aft|2021-05-03|44957|2834400|783061
768576|1201|Solidarity Assistance From Aft|2020-07-02|26292|2834400|783061
768577|1201|Solidarity Assistance From Aft|2020-07-22|35418|2834400|783061
768578|1201|Solidarity Assistance From Aft|2020-11-19|8782|2834400|783061
768579|1201|Donation|2020-07-07|8400|2834470|783062
768580|1201|Donation|2020-07-31|5000|2834471|783062
768581|1201|Donation|2020-07-15|8400|2834471|783062
768582|1201|Donation|2020-07-22|12600|2834472|783062
768583|1201|Donation|2020-07-08|14000|2834473|783062
768584|1201|Donation|2020-09-14|5600|2834474|783062
768585|1201|Return of grant|2021-01-31|200000|2834475|783062
768586|1201|Donation|2020-07-16|5600|2834475|783062
768587|1201|Donation|2020-07-27|7525|2834476|783062
768588|1201|Donation|2020-07-10|8400|2834477|783062
768589|1201|Administrative Reimbursement|2020-07-31|356181|2834478|783062
768590|1201|Administrative Reimbursement|2020-08-31|15246|2834478|783062
768591|1201|Administrative Reimbursement|2020-08-31|373820|2834478|783062
768592|1201|Administrative Reimbursement|2020-09-30|373386|2834478|783062
768593|1201|Administrative Reimbursement|2020-10-31|519397|2834478|783062
768594|1201|Administrative Reimbursement|2020-11-30|379790|2834478|783062
768595|1201|Administrative Reimbursement|2020-12-31|379981|2834478|783062
768596|1201|Administrative Reimbursement|2021-01-31|376678|2834478|783062
768597|1201|Administrative Reimbursement|2021-03-31|879918|2834478|783062
768598|1201|Administrative Reimbursement|2021-03-31|389171|2834478|783062
768599|1201|Administrative Reimbursement|2021-04-30|390114|2834478|783062
768600|1201|Administrative Reimbursement|2021-06-30|435216|2834478|783062
768601|1201|Tax Refund|2021-03-31|5618|2834479|783062
768602|1201|Donation|2020-07-14|5583|2834487|783062
768603|1201|Donation|2020-08-17|5778|2834487|783062
768604|1201|Donation|2020-08-31|7028|2834487|783062
768605|1201|Donation|2020-10-06|7072|2834487|783062
768606|1201|Donation|2020-11-09|7377|2834487|783062
768607|1201|Donation|2020-12-11|8062|2834487|783062
768608|1201|Donation|2021-01-08|6525|2834487|783062
768609|1201|Donation|2021-02-04|6966|2834487|783062
768610|1201|Donation|2021-03-04|6335|2834487|783062
768611|1201|Donation|2021-05-13|5423|2834487|783062
768612|1201|Donation|2021-05-13|7204|2834487|783062
768613|1201|Donation|2021-06-04|6676|2834487|783062
768614|1201|Donation|2020-10-16|15000|2834488|783062
768615|1201|Donation|2020-07-21|83399|2834490|783062
768616|1201|Administrative Reimbursement|2020-07-31|8400|2834491|783062
768617|1201|Return of Organizing Asistance Funds|2020-10-28|782610|2834491|783062
768618|1201|Bank Returned ACH|2020-07-14|7613|2834492|783062
768619|1201|Donation|2020-08-14|5000|2834493|783062
768620|1201|Donation|2020-09-02|5000|2834493|783062
768621|1201|Donation|2020-10-16|5000|2834493|783062
768622|1201|Refund|2021-01-31|5192|2834494|783062
768623|1201|Labor Promotions|2021-03-31|13932|2834495|783062
768624|1201|Administrative Reimbursement|2020-07-31|5413|2834496|783062
768625|1201|Administrative Reimbursement|2020-08-11|8732|2834496|783062
768626|1201|Administrative Reimbursement|2020-09-30|10942|2834496|783062
768627|1201|Administrative Reimbursement|2020-10-06|6274|2834496|783062
768628|1201|Administrative Reimbursement|2021-06-17|13206|2834496|783062
768629|1201|Administrative Reimbursement|2020-11-17|5649|2834496|783062
768630|1201|Administrative Reimbursement|2020-12-31|9916|2834496|783062
768631|1201|Administrative Reimbursement|2021-02-28|5649|2834496|783062
768632|1201|Administrative Reimbursement|2021-02-28|11664|2834496|783062
768633|1201|Administrative Reimbursement|2021-03-31|5754|2834496|783062
768634|1201|Administrative Reimbursement|2021-06-01|6157|2834496|783062
768635|1201|Administrative Reimbursement|2021-06-30|5444|2834496|783062
768636|1201|Donation|2020-12-21|14000|2834497|783062
768637|1201|Donation|2020-07-09|18200|2834498|783062
768638|1201|Administrative Reimbursement - DOE|2020-08-14|15383|2834499|783062
768639|1201|Administrative Reimbursement - DOE|2020-09-08|5444|2834499|783062
768640|1201|Administrative Reimbursement - DOE|2020-10-08|6134|2834499|783062
768641|1201|Administrative Reimbursement - DOE|2020-10-31|7767|2834499|783062
768642|1201|Administrative Reimbursement - DOE|2021-02-28|12733|2834499|783062
768643|1201|Administrative Reimbursement - DOE|2021-03-31|6224|2834499|783062
768644|1201|Administrative Reimbursement - DOE|2021-03-31|6218|2834499|783062
768645|1201|Administrative Reimbursement - Hazmat|2021-02-28|13332|2834499|783062
768646|1201|Administrative Reimbursement - Hazmat|2021-03-31|5917|2834499|783062
768647|1201|Administrative Reimbursement - Hazmat|2021-03-31|5920|2834499|783062
768648|1201|Administrative Reimbursement - NIEATJUF|2020-08-31|361167|2834499|783062
768649|1201|Administrative Reimbursement - NIEATJUF|2020-10-31|994615|2834499|783062
768650|1201|Administrative Reimbursement - NIEATJUF|2020-12-31|208632|2834499|783062
768883|1201|IFT COPE REBATE|2020-12-09|58807|2835784|783072
768652|1201|Administrative Reimbursement - NIEATJUF|2021-02-28|263169|2834499|783062
768653|1201|Administrative Reimbursement - NIEATJUF|2021-03-31|201884|2834499|783062
768654|1201|Administrative Reimbursement - NIEATJUF|2021-03-31|215551|2834499|783062
768655|1201|Administrative Reimbursement - NIEATJUF|2021-03-31|216169|2834499|783062
768656|1201|Administrative Reimbursement - NIEATJUF|2021-05-31|193564|2834499|783062
768657|1201|Administrative Reimbursement - NIEATJUF|2021-06-30|459004|2834499|783062
768658|1201|Administrative Reimbursement - DOE|2021-06-30|12505|2834499|783062
768659|1201|Administrative Reimbursement - Hazmat|2020-08-14|14690|2834499|783062
768660|1201|Administrative Reimbursement - Hazmat|2020-09-08|5213|2834499|783062
768661|1201|Administrative Reimbursement - Hazmat|2020-10-31|7522|2834499|783062
768662|1201|Administrative Reimbursement - Hazmat|2020-10-31|5827|2834499|783062
768663|1201|Administrative Reimbursement - Hazmat|2021-01-31|4999|2834499|783062
768664|1201|Donation|2020-10-13|7000|2834501|783062
768665|1201|Refund Reimbursement|2020-08-14|44986|2834509|783062
768666|1201|Credit Card Royalties|2020-07-31|18104|2834510|783062
768667|1201|Credit Card Royalties|2020-08-04|5674|2834510|783062
768668|1201|Credit Card Royalties|2020-08-11|28732|2834510|783062
768669|1201|Credit Card Royalties|2020-09-08|5687|2834510|783062
768670|1201|Credit Card Royalties|2020-10-16|5763|2834510|783062
768671|1201|Credit Card Royalties|2020-10-31|12452|2834510|783062
768672|1201|Credit Card Royalties|2020-11-05|5710|2834510|783062
768673|1201|Credit Card Royalties|2020-12-07|5496|2834510|783062
768674|1201|Credit Card Royalties|2021-02-28|12868|2834510|783062
768675|1201|Credit Card Royalties|2021-02-28|5205|2834510|783062
768676|1201|Credit Card Royalties|2021-02-28|5407|2834510|783062
768677|1201|Credit Card Royalties|2021-03-31|5120|2834510|783062
768678|1201|Credit Card Royalties|2021-04-30|5027|2834510|783062
768679|1201|Credit Card Royalties|2021-04-30|12930|2834510|783062
768680|1201|Golf Sponsorship|2021-06-17|5000|2834520|783062
768681|1201|Golf Sponsorship|2021-06-17|5000|2834520|783062
768682|1201|Donation|2020-07-13|15400|2834520|783062
768683|1201|Donation|2020-11-24|50000|2834520|783062
768684|1201|Donation|2020-12-22|15400|2834520|783062
768685|1201|ORGANIZING REIMBURSEMENT|2020-07-07|15019|2834754|783066
768686|1201|ORGANIZING REIMBURSEMENT|2020-08-28|18837|2834754|783066
768687|1201|ORGANIZING REIMBURSEMENT|2020-10-22|15097|2834754|783066
768688|1201|ORGANIZING REIMBURSEMENT|2020-11-20|19937|2834754|783066
768689|1201|ORGANIZING REIMBURSEMENT|2020-12-16|15097|2834754|783066
768690|1201|ORGANIZING REIMBURSEMENT|2020-12-30|15097|2834754|783066
768691|1201|ORGANIZING REIMBURSEMENT|2021-01-25|18860|2834754|783066
768692|1201|ORGANIZING REIMBURSEMENT|2021-03-03|15097|2834754|783066
768693|1201|ORGANIZING REIMBURSEMENT|2021-04-07|15097|2834754|783066
768694|1201|ORGANIZING REIMBURSEMENT|2021-04-30|18860|2834754|783066
768695|1201|ORGANIZING REIMBURSEMENT|2021-06-01|15097|2834754|783066
768696|1201|Refund|2021-02-05|75000|2835291|783067
768697|1201|Reimbursement of expenses|2020-08-05|27618|2835293|783067
768698|1201|Reimbursement of expenses|2020-09-03|33472|2835293|783067
768699|1201|Reimbursement of expenses|2020-10-21|29939|2835293|783067
768700|1201|Reimbursement of expenses|2020-11-06|30306|2835293|783067
768701|1201|Reimbursement of expenses|2021-01-05|36190|2835293|783067
768702|1201|Reimbursement of expenses|2021-02-02|33267|2835293|783067
768703|1201|Reimbursement of expenses|2021-03-02|34099|2835293|783067
768704|1201|Reimbursement of expenses|2021-04-07|30046|2835293|783067
768705|1201|Reimbursement of expenses|2021-04-30|31609|2835293|783067
768706|1201|Reimbursement of expenses|2021-05-21|33678|2835293|783067
768707|1201|Reimbursement of expenses|2021-05-24|33161|2835293|783067
768708|1201|Reimbursement of expenses|2021-06-28|31156|2835293|783067
768709|1201|Reimburse of Program Expense|2020-07-02|88403|2835295|783067
768710|1201|Reimburse of Program Expense|2020-07-08|90203|2835295|783067
768711|1201|Reimburse of Program Expense|2020-07-29|79813|2835295|783067
768712|1201|Reimburse of Program Expense|2020-08-24|92639|2835295|783067
768713|1201|Reimburse of Program Expense|2020-10-13|84962|2835295|783067
768714|1201|Reimburse of Program Expense|2020-12-18|192851|2835295|783067
768715|1201|Reimburse of Program Expense|2020-12-28|91205|2835295|783067
768716|1201|Reimburse of Program Expense|2021-02-25|94950|2835295|783067
768717|1201|Reimburse of Program Expense|2021-03-23|85845|2835295|783067
768718|1201|Reimburse of Program Expense|2021-02-09|97585|2835295|783067
768719|1201|Reimburse of Program Expense|2021-04-26|90336|2835295|783067
768720|1201|Reimburse of Program Expense|2021-05-27|97064|2835295|783067
768721|1201|Reimburse of Program Expense|2021-06-25|89713|2835295|783067
768722|1201|Reimburse of Program Expense|2020-07-31|31478|2835296|783067
768723|1201|Reimburse of Program Expense|2021-04-28|8635|2835296|783067
768724|1201|Reimburse of Program Expense|2021-03-24|172492|2835297|783067
768725|1201|Stale Check|2020-07-08|11294|2835300|783067
768726|1201|Refund|2020-09-28|150000|2835600|783067
768727|1201|Reimburse of Program Expense|2020-08-28|8921|2835601|783067
768728|1201|Commissions and Advertiser Payments|2020-07-31|11148|2835602|783067
768729|1201|Commissions and Advertiser Payments|2020-11-18|11469|2835602|783067
768730|1201|Commissions and Advertiser Payments|2021-01-27|13398|2835602|783067
768731|1201|Commissions and Advertiser Payments|2021-04-14|10230|2835602|783067
768732|1201|Royalty Payment|2020-09-18|34626|2835603|783067
768733|1201|Royalty Payment|2020-10-07|34700|2835603|783067
768734|1201|Royalty Payment|2020-10-07|68291|2835603|783067
768735|1201|Royalty Payment|2020-10-07|11680|2835603|783067
768736|1201|Royalty Payment|2020-11-18|33971|2835603|783067
768737|1201|Royalty Payment|2020-12-16|32384|2835603|783067
768738|1201|Royalty Payment|2020-12-16|48886|2835603|783067
768739|1201|Royalty Payment|2020-12-23|31908|2835603|783067
768740|1201|Royalty Payment|2021-02-17|70573|2835603|783067
768741|1201|Royalty Payment|2021-02-17|30793|2835603|783067
768742|1201|Royalty Payment|2021-03-05|30115|2835603|783067
768743|1201|Royalty Payment|2021-03-17|34711|2835603|783067
768744|1201|Royalty Payment|2021-03-31|29877|2835603|783067
768745|1201|Royalty Payment|2021-03-31|70913|2835603|783067
768746|1201|Royalty Payment|2021-03-31|25091|2835603|783067
768747|1201|Royalty Payment|2021-05-05|29119|2835603|783067
768748|1201|Royalty Payment|2021-06-09|28738|2835603|783067
768749|1201|Royalty Payment|2021-06-09|37517|2835603|783067
768750|1201|Reimburse of Program Expense|2020-09-18|7300|2835606|783067
